duelist_id,duelist,pool,card_id,card,weight,chance_percent
23,Forest Mage,B/C/D,589,Tentacle Plant,42,2.0508
23,Forest Mage,B/C/D,591,Morphing Jar,22,1.0742
23,Forest Mage,B/C/D,598,Little Chimera,22,1.0742
23,Forest Mage,B/C/D,602,Penguin Soldier,22,1.0742
23,Forest Mage,B/C/D,609,Bladefly,22,1.0742
23,Forest Mage,B/C/D,611,Hiro's Shadow Scout,22,1.0742
23,Forest Mage,B/C/D,620,Snakeyashi,22,1.0742
23,Forest Mage,S/A TEC,8,Mushroom Man,39,1.9043
23,Forest Mage,S/A TEC,19,Right Arm of the Forbidden One,5,0.2441
23,Forest Mage,S/A TEC,40,Dragon Piper,19,0.9277
23,Forest Mage,S/A TEC,50,Basic Insect,19,0.9277
23,Forest Mage,S/A TEC,75,Man-eating Plant,105,5.127
23,Forest Mage,S/A TEC,76,Krokodilus,39,1.9043
23,Forest Mage,S/A TEC,98,Clown Zombie,19,0.9277
23,Forest Mage,S/A TEC,101,Wings of Wicked Flame,39,1.9043
23,Forest Mage,S/A TEC,104,Curtain of the Dark Ones,19,0.9277
23,Forest Mage,S/A TEC,107,Kageningen,19,0.9277
23,Forest Mage,S/A TEC,122,Yamatano Dragon Scroll,19,0.9277
23,Forest Mage,S/A TEC,130,Weather Control,19,0.9277
23,Forest Mage,S/A TEC,133,Charubin the Fire Knight,19,0.9277
23,Forest Mage,S/A TEC,134,Mystical Capture Chain,19,0.9277
23,Forest Mage,S/A TEC,135,Fiend's Hand,19,0.9277
23,Forest Mage,S/A TEC,145,The Bewitching Phantom Thief,19,0.9277
23,Forest Mage,S/A TEC,152,The Melting Red Shadow,19,0.9277
23,Forest Mage,S/A TEC,154,Fire Reaper,19,0.9277
23,Forest Mage,S/A TEC,157,Firegrass,38,1.8555
23,Forest Mage,S/A TEC,158,Man Eater,38,1.8555
23,Forest Mage,S/A TEC,159,Dig Beak,18,0.8789
23,Forest Mage,S/A TEC,174,Hurricail,18,0.8789
23,Forest Mage,S/A TEC,176,Fire Eye,38,1.8555
23,Forest Mage,S/A TEC,179,Phantom Dewan,18,0.8789
23,Forest Mage,S/A TEC,180,Arlownay,18,0.8789
23,Forest Mage,S/A TEC,182,Masked Clown,18,0.8789
23,Forest Mage,S/A TEC,183,Lucky Trinket,18,0.8789
23,Forest Mage,S/A TEC,185,Eyearmor,18,0.8789
23,Forest Mage,S/A TEC,191,LaLa Li-oon,18,0.8789
23,Forest Mage,S/A TEC,195,Doron,18,0.8789
23,Forest Mage,S/A TEC,198,Happy Lover,18,0.8789
23,Forest Mage,S/A TEC,200,Petit Dragon,18,0.8789
23,Forest Mage,S/A TEC,202,Air Marmot of Nefariousness,18,0.8789
23,Forest Mage,S/A TEC,203,Phantom Ghost,18,0.8789
23,Forest Mage,S/A TEC,207,Droll Bird,18,0.8789
23,Forest Mage,S/A TEC,209,Winged Cleaver,18,0.8789
23,Forest Mage,S/A TEC,210,Hinotama Soul,38,1.8555
23,Forest Mage,S/A TEC,211,Kaminarikozou,18,0.8789
23,Forest Mage,S/A TEC,212,Meotoko,18,0.8789
23,Forest Mage,S/A TEC,214,Kagemusha of the Blue Flame,18,0.8789
23,Forest Mage,S/A TEC,222,Midnight Fiend,18,0.8789
23,Forest Mage,S/A TEC,227,Hitodenchak,18,0.8789
23,Forest Mage,S/A TEC,229,Hourglass of Life,18,0.8789
23,Forest Mage,S/A TEC,232,Madjinn Gunn,18,0.8789
23,Forest Mage,S/A TEC,237,Haniwa,18,0.8789
23,Forest Mage,S/A TEC,242,Candle of Fate,18,0.8789
23,Forest Mage,S/A TEC,245,Meda Bat,18,0.8789
23,Forest Mage,S/A TEC,254,Embryonic Beast,18,0.8789
23,Forest Mage,S/A TEC,261,Wicked Mirror,18,0.8789
23,Forest Mage,S/A TEC,268,Sectarian of Secrets,18,0.8789
23,Forest Mage,S/A TEC,273,Ancient Tree of Enlightenment,18,0.8789
23,Forest Mage,S/A TEC,274,Green Phantom King,18,0.8789
23,Forest Mage,S/A TEC,285,Serpent Marauder,18,0.8789
23,Forest Mage,S/A TEC,291,Fireyarou,18,0.8789
23,Forest Mage,S/A TEC,292,Psychic Kappa,18,0.8789
23,Forest Mage,S/A TEC,302,Sword of Dark Destruction,20,0.9766
23,Forest Mage,S/A TEC,308,Beast Fangs,20,0.9766
23,Forest Mage,S/A TEC,310,Vile Germs,20,0.9766
23,Forest Mage,S/A TEC,324,Invigoration,20,0.9766
23,Forest Mage,S/A TEC,328,Power of Kaishin,20,0.9766
23,Forest Mage,S/A TEC,330,Forest,36,1.7578
23,Forest Mage,S/A TEC,343,Sparks,18,0.8789
23,Forest Mage,S/A TEC,344,Hinotama,18,0.8789
23,Forest Mage,S/A TEC,346,Ookazi,20,0.9766
23,Forest Mage,S/A TEC,420,Cyber-Stein,18,0.8789
23,Forest Mage,S/A TEC,452,Zarigun,18,0.8789
23,Forest Mage,S/A TEC,476,Ganigumo,18,0.8789
23,Forest Mage,S/A TEC,486,Boo Koo,18,0.8789
23,Forest Mage,S/A TEC,492,Hoshiningen,18,0.8789
23,Forest Mage,S/A TEC,501,Man-eater Bug,18,0.8789
23,Forest Mage,S/A TEC,506,Gale Dogra,18,0.8789
23,Forest Mage,S/A TEC,510,Laughing Flower,38,1.8555
23,Forest Mage,S/A TEC,511,Bean Soldier,18,0.8789
23,Forest Mage,S/A TEC,524,Star Boy,18,0.8789
23,Forest Mage,S/A TEC,536,Mechaleon,18,0.8789
23,Forest Mage,S/A TEC,540,Skelengel,18,0.8789
23,Forest Mage,S/A TEC,544,Dharma Cannon,18,0.8789
23,Forest Mage,S/A TEC,549,Frog The Jam,18,0.8789
23,Forest Mage,S/A TEC,556,The Wandering Doomed,18,0.8789
23,Forest Mage,S/A TEC,567,Darkworld Thorns,18,0.8789
23,Forest Mage,S/A TEC,579,Abyss Flower,38,1.8555
23,Forest Mage,S/A TEC,589,Tentacle Plant,38,1.8555
23,Forest Mage,S/A TEC,591,Morphing Jar,18,0.8789
23,Forest Mage,S/A TEC,598,Little Chimera,18,0.8789
23,Forest Mage,S/A TEC,602,Penguin Soldier,18,0.8789
23,Forest Mage,S/A TEC,609,Bladefly,18,0.8789
23,Forest Mage,S/A TEC,611,Hiro's Shadow Scout,18,0.8789
23,Forest Mage,S/A TEC,620,Snakeyashi,18,0.8789
23,Forest Mage,S/A TEC,656,Eternal Rest,36,1.7578
23,Forest Mage,S/A TEC,677,Hamburger Recipe,18,0.8789
23,Forest Mage,S/A TEC,682,Eatgaboon,18,0.8789
23,Forest Mage,S/A TEC,683,Bear Trap,18,0.8789
23,Forest Mage,S/A TEC,684,Invisible Wire,18,0.8789
23,Forest Mage,S/A TEC,687,Goblin Fan,18,0.8789
23,Forest Mage,S/A TEC,688,Bad Reaction to Simochi,18,0.8789
23,Forest Mage,deck,3,Hitotsu-me Giant,16,0.7812
23,Forest Mage,deck,14,Battle Steer,32,1.5625
23,Forest Mage,deck,23,The Wicked Worm Beast,16,0.7812
23,Forest Mage,deck,26,Battle Ox,24,1.1719
23,Forest Mage,deck,27,Beaver Warrior,16,0.7812
23,Forest Mage,deck,29,Mountain Warrior,16,0.7812
23,Forest Mage,deck,40,Dragon Piper,2,0.0977
23,Forest Mage,deck,46,Griffore,16,0.7812
23,Forest Mage,deck,47,Torike,24,1.1719
23,Forest Mage,deck,49,Big Insect,24,1.1719
23,Forest Mage,deck,52,Hercules Beetle,32,1.5625
23,Forest Mage,deck,53,Killer Needle,24,1.1719
23,Forest Mage,deck,54,Gokibore,24,1.1719
23,Forest Mage,deck,55,Giant Flea,24,1.1719
23,Forest Mage,deck,61,Wolf,24,1.1719
23,Forest Mage,deck,64,Tiger Axe,24,1.1719
23,Forest Mage,deck,65,Silver Fang,24,1.1719
23,Forest Mage,deck,68,Garoozis,32,1.5625
23,Forest Mage,deck,72,Cocoon of Evolution,24,1.1719
23,Forest Mage,deck,76,Krokodilus,2,0.0977
23,Forest Mage,deck,91,Mystic Horseman,24,1.1719
23,Forest Mage,deck,92,Rabid Horseman,32,1.5625
23,Forest Mage,deck,113,Dark Gray,24,1.1719
23,Forest Mage,deck,116,Nightmare Scorpion,24,1.1719
23,Forest Mage,deck,121,Sleeping Lion,24,1.1719
23,Forest Mage,deck,133,Charubin the Fire Knight,2,0.0977
23,Forest Mage,deck,141,Spiked Snail,24,1.1719
23,Forest Mage,deck,155,Larvas,24,1.1719
23,Forest Mage,deck,163,Lisark,24,1.1719
23,Forest Mage,deck,180,Arlownay,2,0.0977
23,Forest Mage,deck,188,Synchar,24,1.1719
23,Forest Mage,deck,189,Fusionist,24,1.1719
23,Forest Mage,deck,201,Frenzied Panda,24,1.1719
23,Forest Mage,deck,219,Solitude,24,1.1719
23,Forest Mage,deck,221,Kumootoko,24,1.1719
23,Forest Mage,deck,246,One Who Hunts Souls,24,1.1719
23,Forest Mage,deck,248,Master & Expert,24,1.1719
23,Forest Mage,deck,252,Nekogal #1,24,1.1719
23,Forest Mage,deck,255,Prevent Rat,24,1.1719
23,Forest Mage,deck,273,Ancient Tree of Enlightenment,2,0.0977
23,Forest Mage,deck,274,Green Phantom King,2,0.0977
23,Forest Mage,deck,282,Mystical Sheep #2,24,1.1719
23,Forest Mage,deck,287,Ogre of the Black Shadow,24,1.1719
23,Forest Mage,deck,291,Fireyarou,2,0.0977
23,Forest Mage,deck,330,Forest,160,7.8125
23,Forest Mage,deck,348,Swords of Revealing Light,48,2.3438
23,Forest Mage,deck,367,Jirai Gumo,24,1.1719
23,Forest Mage,deck,375,Dungeon Worm,32,1.5625
23,Forest Mage,deck,382,Rude Kaiser,32,1.5625
23,Forest Mage,deck,384,Dark Rabbit,24,1.1719
23,Forest Mage,deck,403,Leogun,32,1.5625
23,Forest Mage,deck,404,Tatsunootoshigo,24,1.1719
23,Forest Mage,deck,473,Vermillion Sparrow,2,0.0977
23,Forest Mage,deck,477,Alinsection,24,1.1719
23,Forest Mage,deck,478,Insect Soldiers of the Sky,24,1.1719
23,Forest Mage,deck,479,Cockroach Knight,24,1.1719
23,Forest Mage,deck,480,Kuwagata α,24,1.1719
23,Forest Mage,deck,481,Burglar,24,1.1719
23,Forest Mage,deck,483,Garvas,32,1.5625
23,Forest Mage,deck,487,Flower Wolf,32,1.5625
23,Forest Mage,deck,489,Barrel Lily,2,0.0977
23,Forest Mage,deck,496,Wilmee,24,1.1719
23,Forest Mage,deck,511,Bean Soldier,2,0.0977
23,Forest Mage,deck,528,Togex,24,1.1719
23,Forest Mage,deck,529,Flame Cerebrus,2,0.0977
23,Forest Mage,deck,533,Kwagar Hercules,24,1.1719
23,Forest Mage,deck,534,Minar,24,1.1719
23,Forest Mage,deck,535,Kamakiriman,24,1.1719
23,Forest Mage,deck,567,Darkworld Thorns,2,0.0977
23,Forest Mage,deck,575,Ancient One of the Deep Forest,24,1.1719
23,Forest Mage,deck,576,Giant Scorpion of the Tundra,24,1.1719
23,Forest Mage,deck,587,Mon Larvas,24,1.1719
23,Forest Mage,deck,588,Living Vase,2,0.0977
23,Forest Mage,deck,594,Rose Spectre of Dunn,2,0.0977
23,Forest Mage,deck,597,Pale Beast,24,1.1719
23,Forest Mage,deck,607,Great Bill,24,1.1719
23,Forest Mage,deck,614,Hunter Spider,24,1.1719
23,Forest Mage,deck,620,Snakeyashi,2,0.0977
23,Forest Mage,deck,627,Nekogal #2,24,1.1719
23,Forest Mage,deck,629,Armored Rat,24,1.1719
23,Forest Mage,deck,637,Trent,2,0.0977
23,Forest Mage,deck,638,Queen of Autumn Leaves,2,0.0977
23,Forest Mage,deck,640,Acid Crawler,24,1.1719
23,Forest Mage,deck,642,Mystical Sheep #1,24,1.1719
23,Forest Mage,deck,662,Eradicating Aerosol,120,5.8594
23,Forest Mage,deck,689,Reverse Trap,48,2.3438
23,Forest Mage,deck,690,Fake Trap,46,2.2461
24,High Mage Anubisius,S/A POW,3,Hitotsu-me Giant,24,1.1719
24,High Mage Anubisius,S/A POW,8,Mushroom Man,24,1.1719
24,High Mage Anubisius,S/A POW,10,Blackland Fire Dragon,24,1.1719
24,High Mage Anubisius,S/A POW,13,Tyhone,24,1.1719
24,High Mage Anubisius,S/A POW,19,Right Arm of the Forbidden One,6,0.293
24,High Mage Anubisius,S/A POW,25,Horn Imp,24,1.1719
24,High Mage Anubisius,S/A POW,41,Celtic Guardian,24,1.1719
24,High Mage Anubisius,S/A POW,44,Rogue Doll,24,1.1719
24,High Mage Anubisius,S/A POW,49,Big Insect,72,3.5156
24,High Mage Anubisius,S/A POW,50,Basic Insect,72,3.5156
24,High Mage Anubisius,S/A POW,53,Killer Needle,102,4.9805
24,High Mage Anubisius,S/A POW,54,Gokibore,102,4.9805
24,High Mage Anubisius,S/A POW,55,Giant Flea,72,3.5156
24,High Mage Anubisius,S/A POW,70,Fiend Kraken,24,1.1719
24,High Mage Anubisius,S/A POW,77,Grappler,24,1.1719
24,High Mage Anubisius,S/A POW,80,Uraby,24,1.1719
24,High Mage Anubisius,S/A POW,109,Goddess with the Third Eye,24,1.1719
24,High Mage Anubisius,S/A POW,115,Kamion Wizard,24,1.1719
24,High Mage Anubisius,S/A POW,116,Nightmare Scorpion,24,1.1719
24,High Mage Anubisius,S/A POW,119,Trial of Nightmares,24,1.1719
24,High Mage Anubisius,S/A POW,121,Sleeping Lion,24,1.1719
24,High Mage Anubisius,S/A POW,125,Faith Bird,22,1.0742
24,High Mage Anubisius,S/A POW,141,Spiked Snail,22,1.0742
24,High Mage Anubisius,S/A POW,149,Lord of the Lamp,22,1.0742
24,High Mage Anubisius,S/A POW,157,Firegrass,22,1.0742
24,High Mage Anubisius,S/A POW,158,Man Eater,22,1.0742
24,High Mage Anubisius,S/A POW,164,Lord of Zemia,22,1.0742
24,High Mage Anubisius,S/A POW,166,Mysterious Puppeteer,22,1.0742
24,High Mage Anubisius,S/A POW,171,Big Eye,22,1.0742
24,High Mage Anubisius,S/A POW,180,Arlownay,22,1.0742
24,High Mage Anubisius,S/A POW,186,Fiend Refrection #2,22,1.0742
24,High Mage Anubisius,S/A POW,193,Turtle Tiger,22,1.0742
24,High Mage Anubisius,S/A POW,194,Terra the Terrible,22,1.0742
24,High Mage Anubisius,S/A POW,196,Arma Knight,22,1.0742
24,High Mage Anubisius,S/A POW,201,Frenzied Panda,22,1.0742
24,High Mage Anubisius,S/A POW,209,Winged Cleaver,22,1.0742
24,High Mage Anubisius,S/A POW,220,Masked Sorcerer,22,1.0742
24,High Mage Anubisius,S/A POW,221,Kumootoko,22,1.0742
24,High Mage Anubisius,S/A POW,225,Fiend Sword,22,1.0742
24,High Mage Anubisius,S/A POW,233,Dark Titan of Terror,22,1.0742
24,High Mage Anubisius,S/A POW,236,Guardian of the Labyrinth,22,1.0742
24,High Mage Anubisius,S/A POW,248,Master & Expert,22,1.0742
24,High Mage Anubisius,S/A POW,255,Prevent Rat,22,1.0742
24,High Mage Anubisius,S/A POW,256,Dimensional Warrior,22,1.0742
24,High Mage Anubisius,S/A POW,259,Ancient Sorcerer,22,1.0742
24,High Mage Anubisius,S/A POW,272,Mavelus,22,1.0742
24,High Mage Anubisius,S/A POW,273,Ancient Tree of Enlightenment,22,1.0742
24,High Mage Anubisius,S/A POW,274,Green Phantom King,22,1.0742
24,High Mage Anubisius,S/A POW,280,Protector of the Throne,22,1.0742
24,High Mage Anubisius,S/A POW,291,Fireyarou,22,1.0742
24,High Mage Anubisius,S/A POW,293,Masaki the Legendary Swordsman,22,1.0742
24,High Mage Anubisius,S/A POW,330,Forest,30,1.4648
24,High Mage Anubisius,S/A POW,367,Jirai Gumo,2,0.0977
24,High Mage Anubisius,S/A POW,406,Yaiba Robo,22,1.0742
24,High Mage Anubisius,S/A POW,412,Giga-tech Wolf,22,1.0742
24,High Mage Anubisius,S/A POW,459,Tripwire Beast,22,1.0742
24,High Mage Anubisius,S/A POW,476,Ganigumo,22,1.0742
24,High Mage Anubisius,S/A POW,477,Alinsection,22,1.0742
24,High Mage Anubisius,S/A POW,478,Insect Soldiers of the Sky,22,1.0742
24,High Mage Anubisius,S/A POW,479,Cockroach Knight,22,1.0742
24,High Mage Anubisius,S/A POW,496,Wilmee,22,1.0742
24,High Mage Anubisius,S/A POW,501,Man-eater Bug,22,1.0742
24,High Mage Anubisius,S/A POW,506,Gale Dogra,22,1.0742
24,High Mage Anubisius,S/A POW,510,Laughing Flower,22,1.0742
24,High Mage Anubisius,S/A POW,511,Bean Soldier,22,1.0742
24,High Mage Anubisius,S/A POW,514,Brave Scizzar,22,1.0742
24,High Mage Anubisius,S/A POW,534,Minar,22,1.0742
24,High Mage Anubisius,S/A POW,552,Winged Dragon #2,22,1.0742
24,High Mage Anubisius,S/A POW,567,Darkworld Thorns,22,1.0742
24,High Mage Anubisius,S/A POW,576,Giant Scorpion of the Tundra,22,1.0742
24,High Mage Anubisius,S/A POW,579,Abyss Flower,22,1.0742
24,High Mage Anubisius,S/A POW,589,Tentacle Plant,22,1.0742
24,High Mage Anubisius,S/A POW,594,Rose Spectre of Dunn,22,1.0742
24,High Mage Anubisius,S/A POW,608,Shining Friendship,22,1.0742
24,High Mage Anubisius,S/A POW,609,Bladefly,22,1.0742
24,High Mage Anubisius,S/A POW,620,Snakeyashi,42,2.0508
24,High Mage Anubisius,S/A POW,638,Queen of Autumn Leaves,22,1.0742
24,High Mage Anubisius,S/A POW,643,Disk Magician,22,1.0742
24,High Mage Anubisius,B/C/D,3,Hitotsu-me Giant,24,1.1719
24,High Mage Anubisius,B/C/D,8,Mushroom Man,24,1.1719
24,High Mage Anubisius,B/C/D,10,Blackland Fire Dragon,24,1.1719
24,High Mage Anubisius,B/C/D,13,Tyhone,24,1.1719
24,High Mage Anubisius,B/C/D,19,Right Arm of the Forbidden One,6,0.293
24,High Mage Anubisius,B/C/D,25,Horn Imp,24,1.1719
24,High Mage Anubisius,B/C/D,41,Celtic Guardian,24,1.1719
24,High Mage Anubisius,B/C/D,44,Rogue Doll,24,1.1719
24,High Mage Anubisius,B/C/D,49,Big Insect,72,3.5156
24,High Mage Anubisius,B/C/D,50,Basic Insect,72,3.5156
24,High Mage Anubisius,B/C/D,53,Killer Needle,102,4.9805
24,High Mage Anubisius,B/C/D,54,Gokibore,102,4.9805
24,High Mage Anubisius,B/C/D,55,Giant Flea,72,3.5156
24,High Mage Anubisius,B/C/D,70,Fiend Kraken,26,1.2695
24,High Mage Anubisius,B/C/D,77,Grappler,26,1.2695
24,High Mage Anubisius,B/C/D,80,Uraby,26,1.2695
24,High Mage Anubisius,B/C/D,109,Goddess with the Third Eye,26,1.2695
24,High Mage Anubisius,B/C/D,115,Kamion Wizard,26,1.2695
24,High Mage Anubisius,B/C/D,116,Nightmare Scorpion,26,1.2695
24,High Mage Anubisius,B/C/D,119,Trial of Nightmares,26,1.2695
24,High Mage Anubisius,B/C/D,121,Sleeping Lion,26,1.2695
24,High Mage Anubisius,B/C/D,125,Faith Bird,22,1.0742
24,High Mage Anubisius,B/C/D,141,Spiked Snail,22,1.0742
24,High Mage Anubisius,B/C/D,149,Lord of the Lamp,22,1.0742
24,High Mage Anubisius,B/C/D,157,Firegrass,22,1.0742
24,High Mage Anubisius,B/C/D,158,Man Eater,22,1.0742
24,High Mage Anubisius,B/C/D,164,Lord of Zemia,22,1.0742
24,High Mage Anubisius,B/C/D,166,Mysterious Puppeteer,22,1.0742
24,High Mage Anubisius,B/C/D,171,Big Eye,22,1.0742
24,High Mage Anubisius,B/C/D,180,Arlownay,22,1.0742
24,High Mage Anubisius,B/C/D,186,Fiend Refrection #2,22,1.0742
24,High Mage Anubisius,B/C/D,193,Turtle Tiger,22,1.0742
24,High Mage Anubisius,B/C/D,194,Terra the Terrible,22,1.0742
24,High Mage Anubisius,B/C/D,196,Arma Knight,22,1.0742
24,High Mage Anubisius,B/C/D,201,Frenzied Panda,22,1.0742
24,High Mage Anubisius,B/C/D,209,Winged Cleaver,22,1.0742
24,High Mage Anubisius,B/C/D,220,Masked Sorcerer,22,1.0742
24,High Mage Anubisius,B/C/D,221,Kumootoko,22,1.0742
24,High Mage Anubisius,B/C/D,225,Fiend Sword,22,1.0742
24,High Mage Anubisius,B/C/D,233,Dark Titan of Terror,22,1.0742
24,High Mage Anubisius,B/C/D,236,Guardian of the Labyrinth,22,1.0742
24,High Mage Anubisius,B/C/D,248,Master & Expert,22,1.0742
24,High Mage Anubisius,B/C/D,255,Prevent Rat,22,1.0742
24,High Mage Anubisius,B/C/D,256,Dimensional Warrior,22,1.0742
24,High Mage Anubisius,B/C/D,259,Ancient Sorcerer,22,1.0742
24,High Mage Anubisius,B/C/D,272,Mavelus,22,1.0742
24,High Mage Anubisius,B/C/D,273,Ancient Tree of Enlightenment,22,1.0742
24,High Mage Anubisius,B/C/D,274,Green Phantom King,22,1.0742
24,High Mage Anubisius,B/C/D,280,Protector of the Throne,22,1.0742
24,High Mage Anubisius,B/C/D,291,Fireyarou,22,1.0742
24,High Mage Anubisius,B/C/D,293,Masaki the Legendary Swordsman,22,1.0742
24,High Mage Anubisius,B/C/D,330,Forest,36,1.7578
24,High Mage Anubisius,B/C/D,367,Jirai Gumo,2,0.0977
24,High Mage Anubisius,B/C/D,406,Yaiba Robo,22,1.0742
24,High Mage Anubisius,B/C/D,412,Giga-tech Wolf,22,1.0742
24,High Mage Anubisius,B/C/D,459,Tripwire Beast,22,1.0742
24,High Mage Anubisius,B/C/D,476,Ganigumo,22,1.0742
24,High Mage Anubisius,B/C/D,477,Alinsection,22,1.0742
24,High Mage Anubisius,B/C/D,478,Insect Soldiers of the Sky,22,1.0742
24,High Mage Anubisius,B/C/D,479,Cockroach Knight,22,1.0742
24,High Mage Anubisius,B/C/D,496,Wilmee,22,1.0742
24,High Mage Anubisius,B/C/D,501,Man-eater Bug,22,1.0742
24,High Mage Anubisius,B/C/D,506,Gale Dogra,22,1.0742
24,High Mage Anubisius,B/C/D,510,Laughing Flower,22,1.0742
24,High Mage Anubisius,B/C/D,511,Bean Soldier,22,1.0742
24,High Mage Anubisius,B/C/D,514,Brave Scizzar,22,1.0742
24,High Mage Anubisius,B/C/D,534,Minar,22,1.0742
24,High Mage Anubisius,B/C/D,552,Winged Dragon #2,22,1.0742
24,High Mage Anubisius,B/C/D,567,Darkworld Thorns,22,1.0742
24,High Mage Anubisius,B/C/D,576,Giant Scorpion of the Tundra,22,1.0742
24,High Mage Anubisius,B/C/D,579,Abyss Flower,22,1.0742
24,High Mage Anubisius,B/C/D,589,Tentacle Plant,22,1.0742
24,High Mage Anubisius,B/C/D,608,Shining Friendship,22,1.0742
24,High Mage Anubisius,B/C/D,609,Bladefly,22,1.0742
24,High Mage Anubisius,B/C/D,620,Snakeyashi,42,2.0508
24,High Mage Anubisius,B/C/D,638,Queen of Autumn Leaves,22,1.0742
24,High Mage Anubisius,B/C/D,643,Disk Magician,22,1.0742
24,High Mage Anubisius,S/A TEC,3,Hitotsu-me Giant,21,1.0254
24,High Mage Anubisius,S/A TEC,8,Mushroom Man,21,1.0254
24,High Mage Anubisius,S/A TEC,10,Blackland Fire Dragon,21,1.0254
24,High Mage Anubisius,S/A TEC,13,Tyhone,21,1.0254
24,High Mage Anubisius,S/A TEC,19,Right Arm of the Forbidden One,5,0.2441
24,High Mage Anubisius,S/A TEC,25,Horn Imp,21,1.0254
24,High Mage Anubisius,S/A TEC,41,Celtic Guardian,21,1.0254
24,High Mage Anubisius,S/A TEC,44,Rogue Doll,21,1.0254
24,High Mage Anubisius,S/A TEC,49,Big Insect,66,3.2227
24,High Mage Anubisius,S/A TEC,50,Basic Insect,66,3.2227
24,High Mage Anubisius,S/A TEC,53,Killer Needle,93,4.541
24,High Mage Anubisius,S/A TEC,54,Gokibore,93,4.541
24,High Mage Anubisius,S/A TEC,55,Giant Flea,66,3.2227
24,High Mage Anubisius,S/A TEC,70,Fiend Kraken,21,1.0254
24,High Mage Anubisius,S/A TEC,77,Grappler,21,1.0254
24,High Mage Anubisius,S/A TEC,80,Uraby,21,1.0254
24,High Mage Anubisius,S/A TEC,109,Goddess with the Third Eye,21,1.0254
24,High Mage Anubisius,S/A TEC,115,Kamion Wizard,21,1.0254
24,High Mage Anubisius,S/A TEC,116,Nightmare Scorpion,21,1.0254
24,High Mage Anubisius,S/A TEC,119,Trial of Nightmares,21,1.0254
24,High Mage Anubisius,S/A TEC,121,Sleeping Lion,21,1.0254
24,High Mage Anubisius,S/A TEC,125,Faith Bird,20,0.9766
24,High Mage Anubisius,S/A TEC,141,Spiked Snail,20,0.9766
24,High Mage Anubisius,S/A TEC,149,Lord of the Lamp,20,0.9766
24,High Mage Anubisius,S/A TEC,157,Firegrass,20,0.9766
24,High Mage Anubisius,S/A TEC,158,Man Eater,20,0.9766
24,High Mage Anubisius,S/A TEC,164,Lord of Zemia,20,0.9766
24,High Mage Anubisius,S/A TEC,166,Mysterious Puppeteer,20,0.9766
24,High Mage Anubisius,S/A TEC,171,Big Eye,20,0.9766
24,High Mage Anubisius,S/A TEC,180,Arlownay,20,0.9766
24,High Mage Anubisius,S/A TEC,186,Fiend Refrection #2,20,0.9766
24,High Mage Anubisius,S/A TEC,193,Turtle Tiger,20,0.9766
24,High Mage Anubisius,S/A TEC,194,Terra the Terrible,20,0.9766
24,High Mage Anubisius,S/A TEC,196,Arma Knight,20,0.9766
24,High Mage Anubisius,S/A TEC,201,Frenzied Panda,20,0.9766
24,High Mage Anubisius,S/A TEC,209,Winged Cleaver,20,0.9766
24,High Mage Anubisius,S/A TEC,220,Masked Sorcerer,20,0.9766
24,High Mage Anubisius,S/A TEC,221,Kumootoko,20,0.9766
24,High Mage Anubisius,S/A TEC,225,Fiend Sword,20,0.9766
24,High Mage Anubisius,S/A TEC,233,Dark Titan of Terror,20,0.9766
24,High Mage Anubisius,S/A TEC,236,Guardian of the Labyrinth,20,0.9766
24,High Mage Anubisius,S/A TEC,248,Master & Expert,20,0.9766
24,High Mage Anubisius,S/A TEC,255,Prevent Rat,20,0.9766
24,High Mage Anubisius,S/A TEC,256,Dimensional Warrior,20,0.9766
24,High Mage Anubisius,S/A TEC,259,Ancient Sorcerer,20,0.9766
24,High Mage Anubisius,S/A TEC,272,Mavelus,20,0.9766
24,High Mage Anubisius,S/A TEC,273,Ancient Tree of Enlightenment,20,0.9766
24,High Mage Anubisius,S/A TEC,274,Green Phantom King,20,0.9766
24,High Mage Anubisius,S/A TEC,280,Protector of the Throne,20,0.9766
24,High Mage Anubisius,S/A TEC,291,Fireyarou,20,0.9766
24,High Mage Anubisius,S/A TEC,293,Masaki the Legendary Swordsman,20,0.9766
24,High Mage Anubisius,S/A TEC,305,Laser Cannon Armor,36,1.7578
24,High Mage Anubisius,S/A TEC,306,Insect Armor with Laser Cannon,36,1.7578
24,High Mage Anubisius,S/A TEC,325,Machine Conversion Factory,36,1.7578
24,High Mage Anubisius,S/A TEC,330,Forest,36,1.7578
24,High Mage Anubisius,S/A TEC,406,Yaiba Robo,20,0.9766
24,High Mage Anubisius,S/A TEC,412,Giga-tech Wolf,20,0.9766
24,High Mage Anubisius,S/A TEC,459,Tripwire Beast,20,0.9766
24,High Mage Anubisius,S/A TEC,476,Ganigumo,20,0.9766
24,High Mage Anubisius,S/A TEC,477,Alinsection,20,0.9766
24,High Mage Anubisius,S/A TEC,478,Insect Soldiers of the Sky,20,0.9766
24,High Mage Anubisius,S/A TEC,479,Cockroach Knight,20,0.9766
24,High Mage Anubisius,S/A TEC,496,Wilmee,20,0.9766
24,High Mage Anubisius,S/A TEC,501,Man-eater Bug,20,0.9766
24,High Mage Anubisius,S/A TEC,506,Gale Dogra,20,0.9766
24,High Mage Anubisius,S/A TEC,510,Laughing Flower,20,0.9766
24,High Mage Anubisius,S/A TEC,511,Bean Soldier,20,0.9766
