material_a_id,material_a,material_b_id,material_b,result_id,result
228,Wood Remains,256,Dimensional Warrior,96,Armored Zombie
228,Wood Remains,257,Stone Armadiller,457,Stone Ghost
228,Wood Remains,259,Ancient Sorcerer,470,Magical Ghost
228,Wood Remains,262,The Little Swordsman of Aile,30,Zombie Warrior
228,Wood Remains,263,Rock Ogre Grotto #2,457,Stone Ghost
228,Wood Remains,266,Princess of Tsurugi,30,Zombie Warrior
228,Wood Remains,267,Unknown Warrior of Fiend,30,Zombie Warrior
228,Wood Remains,268,Sectarian of Secrets,470,Magical Ghost
228,Wood Remains,273,Ancient Tree of Enlightenment,99,Pumpking the King of Ghosts
228,Wood Remains,274,Green Phantom King,99,Pumpking the King of Ghosts
228,Wood Remains,280,Protector of the Throne,30,Zombie Warrior
228,Wood Remains,284,Tao the Chanter,470,Magical Ghost
228,Wood Remains,290,Moon Envoy,30,Zombie Warrior
228,Wood Remains,293,Masaki the Legendary Swordsman,30,Zombie Warrior
228,Wood Remains,294,Dragoness the Wicked Knight,96,Armored Zombie
228,Wood Remains,296,One-eyed Shield Dragon,97,Dragon Zombie
228,Wood Remains,298,Wicked Dragon with the Ersatz Head,97,Dragon Zombie
228,Wood Remains,299,Sonic Maid,96,Armored Zombie
228,Wood Remains,352,Kanan the Swordmistress,96,Armored Zombie
228,Wood Remains,353,Takriminos,97,Dragon Zombie
228,Wood Remains,354,Stuffed Animal,96,Armored Zombie
228,Wood Remains,357,Yamadron,545,Skelgon
228,Wood Remains,362,Millennium Shield,30,Zombie Warrior
228,Wood Remains,366,Labyrinth Wall,457,Stone Ghost
228,Wood Remains,387,Mystic Lamp,470,Magical Ghost
228,Wood Remains,399,Swordsman from a Foreign Land,30,Zombie Warrior
228,Wood Remains,409,Metal Dragon,39,Curse of Dragon
228,Wood Remains,424,Sky Dragon,39,Curse of Dragon
228,Wood Remains,425,Thunder Dragon,545,Skelgon
228,Wood Remains,428,Magician of Faith,470,Magical Ghost
228,Wood Remains,436,White Dolphin,539,Corroding Shark
228,Wood Remains,448,Spike Seadra,545,Skelgon
228,Wood Remains,455,Barrel Rock,457,Stone Ghost
228,Wood Remains,469,Armed Ninja,30,Zombie Warrior
228,Wood Remains,486,Boo Koo,470,Magical Ghost
228,Wood Remains,488,Rainbow Flower,99,Pumpking the King of Ghosts
228,Wood Remains,489,Barrel Lily,99,Pumpking the King of Ghosts
228,Wood Remains,502,D. Human,96,Armored Zombie
228,Wood Remains,505,Prisman,457,Stone Ghost
228,Wood Remains,510,Laughing Flower,99,Pumpking the King of Ghosts
228,Wood Remains,511,Bean Soldier,99,Pumpking the King of Ghosts
228,Wood Remains,515,The Statue of Easter Island,457,Stone Ghost
228,Wood Remains,516,Muka Muka,457,Stone Ghost
228,Wood Remains,530,Eldeen,470,Magical Ghost
228,Wood Remains,545,Skelgon,39,Curse of Dragon
228,Wood Remains,547,Griggle,99,Pumpking the King of Ghosts
228,Wood Remains,553,Mushroom Man #2,96,Armored Zombie
228,Wood Remains,555,Tyhone #2,39,Curse of Dragon
228,Wood Remains,558,Pot the Trick,457,Stone Ghost
228,Wood Remains,559,Oscillo Hero,96,Armored Zombie
228,Wood Remains,561,Lesser Dragon,97,Dragon Zombie
228,Wood Remains,567,Darkworld Thorns,99,Pumpking the King of Ghosts
228,Wood Remains,574,Witch of the Black Forest,470,Magical Ghost
228,Wood Remains,579,Abyss Flower,99,Pumpking the King of Ghosts
228,Wood Remains,586,Greenkappa,30,Zombie Warrior
228,Wood Remains,588,Living Vase,99,Pumpking the King of Ghosts
228,Wood Remains,589,Tentacle Plant,99,Pumpking the King of Ghosts
228,Wood Remains,591,Morphing Jar,457,Stone Ghost
228,Wood Remains,603,Fairy Dragon,97,Dragon Zombie
228,Wood Remains,612,Lady of Faith,470,Magical Ghost
228,Wood Remains,620,Snakeyashi,99,Pumpking the King of Ghosts
228,Wood Remains,628,Witch's Apprentice,470,Magical Ghost
228,Wood Remains,635,Queen's Double,30,Zombie Warrior
228,Wood Remains,637,Trent,99,Pumpking the King of Ghosts
228,Wood Remains,641,Invader of the Throne,96,Armored Zombie
228,Wood Remains,649,Hibikime,96,Armored Zombie
228,Wood Remains,712,Meteor Dragon,39,Curse of Dragon
229,Hourglass of Life,234,Beautiful Headhuntress,582,Dark Witch
229,Hourglass of Life,239,Vishwar Randi,582,Dark Witch
229,Hourglass of Life,243,Water Element,582,Dark Witch
229,Hourglass of Life,248,Master & Expert,483,Garvas
229,Hourglass of Life,249,Water Omotics,582,Dark Witch
229,Hourglass of Life,251,Enchanting Mermaid,582,Dark Witch
229,Hourglass of Life,252,Nekogal #1,582,Dark Witch
229,Hourglass of Life,253,Angelwitch,582,Dark Witch
229,Hourglass of Life,255,Prevent Rat,483,Garvas
229,Hourglass of Life,260,Lunar Queen Elzaim,582,Dark Witch
229,Hourglass of Life,264,Wing Egg Elf,2,Mystical Elf
229,Hourglass of Life,266,Princess of Tsurugi,582,Dark Witch
229,Hourglass of Life,277,Gorgon Egg,633,Winged Egg of New Life
229,Hourglass of Life,280,Protector of the Throne,582,Dark Witch
229,Hourglass of Life,282,Mystical Sheep #2,483,Garvas
229,Hourglass of Life,299,Sonic Maid,495,Musician King
229,Hourglass of Life,325,Machine Conversion Factory,672,Harpie's Feather Duster
229,Hourglass of Life,352,Kanan the Swordmistress,582,Dark Witch
229,Hourglass of Life,363,Fairy's Gift,582,Dark Witch
229,Hourglass of Life,384,Dark Rabbit,483,Garvas
229,Hourglass of Life,395,Dancing Elf,2,Mystical Elf
229,Hourglass of Life,403,Leogun,483,Garvas
229,Hourglass of Life,404,Tatsunootoshigo,483,Garvas
229,Hourglass of Life,428,Magician of Faith,582,Dark Witch
229,Hourglass of Life,429,Goddess of Whim,582,Dark Witch
229,Hourglass of Life,430,Water Magician,582,Dark Witch
229,Hourglass of Life,431,Ice Water,582,Dark Witch
229,Hourglass of Life,432,Waterdragon Fairy,582,Dark Witch
229,Hourglass of Life,433,Ancient Elf,582,Dark Witch
229,Hourglass of Life,434,Beautiful Beast Trainer,582,Dark Witch
229,Hourglass of Life,435,Water Girl,582,Dark Witch
229,Hourglass of Life,481,Burglar,483,Garvas
229,Hourglass of Life,487,Flower Wolf,483,Garvas
229,Hourglass of Life,494,Rainbow Marine Mermaid,582,Dark Witch
229,Hourglass of Life,496,Wilmee,483,Garvas
229,Hourglass of Life,527,Milus Radiant,483,Garvas
229,Hourglass of Life,528,Togex,483,Garvas
229,Hourglass of Life,530,Eldeen,582,Dark Witch
229,Hourglass of Life,541,Hane-Hane,483,Garvas
229,Hourglass of Life,574,Witch of the Black Forest,582,Dark Witch
229,Hourglass of Life,575,Ancient One of the Deep Forest,483,Garvas
229,Hourglass of Life,587,Mon Larvas,483,Garvas
229,Hourglass of Life,592,Muse-A,582,Dark Witch
229,Hourglass of Life,597,Pale Beast,483,Garvas
229,Hourglass of Life,598,Little Chimera,483,Garvas
229,Hourglass of Life,600,Key Mace #2,582,Dark Witch
229,Hourglass of Life,604,Obese Marmot of Nefariousness,483,Garvas
229,Hourglass of Life,607,Great Bill,483,Garvas
229,Hourglass of Life,612,Lady of Faith,582,Dark Witch
229,Hourglass of Life,621,Succubus Knight,582,Dark Witch
229,Hourglass of Life,622,Ill Witch,582,Dark Witch
229,Hourglass of Life,625,Fairy of the Fountain,582,Dark Witch
229,Hourglass of Life,626,Amazon of the Seas,582,Dark Witch
229,Hourglass of Life,628,Witch's Apprentice,582,Dark Witch
229,Hourglass of Life,629,Armored Rat,483,Garvas
229,Hourglass of Life,631,Maiden of the Moonlight,582,Dark Witch
229,Hourglass of Life,635,Queen's Double,582,Dark Witch
229,Hourglass of Life,641,Invader of the Throne,582,Dark Witch
229,Hourglass of Life,642,Mystical Sheep #1,483,Garvas
229,Hourglass of Life,649,Hibikime,495,Musician King
229,Hourglass of Life,683,Bear Trap,672,Harpie's Feather Duster
230,Rare Fish,248,Master & Expert,617,Marine Beast
230,Rare Fish,252,Nekogal #1,617,Marine Beast
230,Rare Fish,255,Prevent Rat,617,Marine Beast
230,Rare Fish,275,Ground Attacker Bugroth,438,Metal Fish
230,Rare Fish,282,Mystical Sheep #2,617,Marine Beast
230,Rare Fish,283,Holograh,438,Metal Fish
230,Rare Fish,286,Gatekeeper,438,Metal Fish
230,Rare Fish,297,Cyber Soldier of Darkworld,438,Metal Fish
230,Rare Fish,355,Megasonic Eye,438,Metal Fish
230,Rare Fish,384,Dark Rabbit,617,Marine Beast
230,Rare Fish,394,Steel Scorpion,438,Metal Fish
230,Rare Fish,404,Tatsunootoshigo,617,Marine Beast
230,Rare Fish,405,Saber Slasher,438,Metal Fish
230,Rare Fish,406,Yaiba Robo,438,Metal Fish
230,Rare Fish,410,Mechanical Spider,438,Metal Fish
230,Rare Fish,411,Bat,438,Metal Fish
230,Rare Fish,412,Giga-tech Wolf,438,Metal Fish
230,Rare Fish,413,Cyber Soldier,438,Metal Fish
230,Rare Fish,414,Shovel Crusher,438,Metal Fish
230,Rare Fish,416,Blocker,438,Metal Fish
230,Rare Fish,417,Blast Juggler,438,Metal Fish
230,Rare Fish,418,Golgoil,438,Metal Fish
230,Rare Fish,420,Cyber-Stein,438,Metal Fish
230,Rare Fish,421,Cyber Commander,438,Metal Fish
230,Rare Fish,422,Jinzo #7,438,Metal Fish
230,Rare Fish,481,Burglar,617,Marine Beast
230,Rare Fish,488,Rainbow Flower,440,7 Colored Fish
230,Rare Fish,492,Hoshiningen,440,7 Colored Fish
230,Rare Fish,494,Rainbow Marine Mermaid,440,7 Colored Fish
230,Rare Fish,496,Wilmee,617,Marine Beast
230,Rare Fish,512,Cannon Soldier,438,Metal Fish
230,Rare Fish,514,Brave Scizzar,438,Metal Fish
230,Rare Fish,527,Milus Radiant,617,Marine Beast
230,Rare Fish,528,Togex,617,Marine Beast
230,Rare Fish,541,Hane-Hane,617,Marine Beast
230,Rare Fish,544,Dharma Cannon,438,Metal Fish
230,Rare Fish,557,Steel Ogre Grotto #1,438,Metal Fish
230,Rare Fish,580,Patrol Robo,438,Metal Fish
230,Rare Fish,585,Mechanical Snail,438,Metal Fish
230,Rare Fish,587,Mon Larvas,617,Marine Beast
230,Rare Fish,597,Pale Beast,617,Marine Beast
230,Rare Fish,598,Little Chimera,617,Marine Beast
230,Rare Fish,604,Obese Marmot of Nefariousness,617,Marine Beast
230,Rare Fish,607,Great Bill,617,Marine Beast
230,Rare Fish,629,Armored Rat,617,Marine Beast
230,Rare Fish,642,Mystical Sheep #1,617,Marine Beast
230,Rare Fish,643,Disk Magician,438,Metal Fish
231,Wood Clown,237,Haniwa,456,Minomushi Warrior
231,Wood Clown,238,Yashinoki,511,Bean Soldier
231,Wood Clown,241,Dark Assailant,96,Armored Zombie
231,Wood Clown,242,Candle of Fate,133,Charubin the Fire Knight
231,Wood Clown,244,Dissolverock,133,Charubin the Fire Knight
231,Wood Clown,247,Root Water,546,Wow Warrior
231,Wood Clown,248,Master & Expert,64,Tiger Axe
231,Wood Clown,251,Enchanting Mermaid,546,Wow Warrior
231,Wood Clown,255,Prevent Rat,64,Tiger Axe
231,Wood Clown,257,Stone Armadiller,456,Minomushi Warrior
231,Wood Clown,263,Rock Ogre Grotto #2,456,Minomushi Warrior
231,Wood Clown,264,Wing Egg Elf,551,Dark Elf
231,Wood Clown,272,Mavelus,15,Flame Swordsman
231,Wood Clown,273,Ancient Tree of Enlightenment,511,Bean Soldier
231,Wood Clown,274,Green Phantom King,511,Bean Soldier
231,Wood Clown,282,Mystical Sheep #2,64,Tiger Axe
231,Wood Clown,283,Holograh,413,Cyber Soldier
231,Wood Clown,291,Fireyarou,15,Flame Swordsman
231,Wood Clown,296,One-eyed Shield Dragon,138,Dragon Statue
231,Wood Clown,297,Cyber Soldier of Darkworld,413,Cyber Soldier
231,Wood Clown,298,Wicked Dragon with the Ersatz Head,138,Dragon Statue
231,Wood Clown,351,Yaranzo,96,Armored Zombie
231,Wood Clown,353,Takriminos,11,Sword Arm of Dragon
231,Wood Clown,357,Yamadron,15,Flame Swordsman
231,Wood Clown,359,Three-legged Zombies,30,Zombie Warrior
231,Wood Clown,366,Labyrinth Wall,456,Minomushi Warrior
231,Wood Clown,394,Steel Scorpion,413,Cyber Soldier
231,Wood Clown,395,Dancing Elf,551,Dark Elf
231,Wood Clown,405,Saber Slasher,413,Cyber Soldier
231,Wood Clown,406,Yaiba Robo,413,Cyber Soldier
231,Wood Clown,409,Metal Dragon,473,Vermillion Sparrow
231,Wood Clown,410,Mechanical Spider,413,Cyber Soldier
231,Wood Clown,411,Bat,413,Cyber Soldier
231,Wood Clown,412,Giga-tech Wolf,413,Cyber Soldier
231,Wood Clown,414,Shovel Crusher,413,Cyber Soldier
231,Wood Clown,416,Blocker,413,Cyber Soldier
231,Wood Clown,417,Blast Juggler,133,Charubin the Fire Knight
231,Wood Clown,418,Golgoil,413,Cyber Soldier
231,Wood Clown,420,Cyber-Stein,413,Cyber Soldier
231,Wood Clown,421,Cyber Commander,413,Cyber Soldier
231,Wood Clown,422,Jinzo #7,413,Cyber Soldier
231,Wood Clown,425,Thunder Dragon,11,Sword Arm of Dragon
231,Wood Clown,433,Ancient Elf,551,Dark Elf
231,Wood Clown,436,White Dolphin,546,Wow Warrior
231,Wood Clown,448,Spike Seadra,11,Sword Arm of Dragon
231,Wood Clown,455,Barrel Rock,456,Minomushi Warrior
231,Wood Clown,457,Stone Ghost,456,Minomushi Warrior
231,Wood Clown,470,Magical Ghost,96,Armored Zombie
231,Wood Clown,481,Burglar,64,Tiger Axe
231,Wood Clown,488,Rainbow Flower,511,Bean Soldier
231,Wood Clown,489,Barrel Lily,511,Bean Soldier
231,Wood Clown,505,Prisman,456,Minomushi Warrior
231,Wood Clown,510,Laughing Flower,511,Bean Soldier
231,Wood Clown,512,Cannon Soldier,413,Cyber Soldier
231,Wood Clown,514,Brave Scizzar,413,Cyber Soldier
231,Wood Clown,515,The Statue of Easter Island,456,Minomushi Warrior
231,Wood Clown,516,Muka Muka,456,Minomushi Warrior
231,Wood Clown,519,Fire Kraken,15,Flame Swordsman
231,Wood Clown,527,Milus Radiant,64,Tiger Axe
231,Wood Clown,532,Gemini Elf,551,Dark Elf
231,Wood Clown,539,Corroding Shark,30,Zombie Warrior
231,Wood Clown,544,Dharma Cannon,413,Cyber Soldier
231,Wood Clown,545,Skelgon,11,Sword Arm of Dragon
231,Wood Clown,547,Griggle,511,Bean Soldier
231,Wood Clown,548,Bone Mouse,30,Zombie Warrior
231,Wood Clown,555,Tyhone #2,15,Flame Swordsman
231,Wood Clown,556,The Wandering Doomed,30,Zombie Warrior
231,Wood Clown,557,Steel Ogre Grotto #1,413,Cyber Soldier
231,Wood Clown,558,Pot the Trick,456,Minomushi Warrior
231,Wood Clown,561,Lesser Dragon,502,D. Human
231,Wood Clown,567,Darkworld Thorns,511,Bean Soldier
231,Wood Clown,579,Abyss Flower,511,Bean Soldier
231,Wood Clown,580,Patrol Robo,413,Cyber Soldier
231,Wood Clown,585,Mechanical Snail,413,Cyber Soldier
231,Wood Clown,588,Living Vase,511,Bean Soldier
231,Wood Clown,589,Tentacle Plant,511,Bean Soldier
231,Wood Clown,591,Morphing Jar,456,Minomushi Warrior
231,Wood Clown,598,Little Chimera,64,Tiger Axe
231,Wood Clown,603,Fairy Dragon,294,Dragoness the Wicked Knight
231,Wood Clown,604,Obese Marmot of Nefariousness,64,Tiger Axe
231,Wood Clown,620,Snakeyashi,511,Bean Soldier
231,Wood Clown,623,The Thing That Hides in the Mud,456,Minomushi Warrior
231,Wood Clown,629,Armored Rat,64,Tiger Axe
231,Wood Clown,642,Mystical Sheep #1,64,Tiger Axe
231,Wood Clown,643,Disk Magician,413,Cyber Soldier
231,Wood Clown,644,Flame Viper,133,Charubin the Fire Knight
232,Madjinn Gunn,280,Protector of the Throne,641,Invader of the Throne
232,Madjinn Gunn,282,Mystical Sheep #2,642,Mystical Sheep #1
232,Madjinn Gunn,292,Psychic Kappa,450,Kappa Avenger
232,Madjinn Gunn,296,One-eyed Shield Dragon,31,Koumori Dragon
232,Madjinn Gunn,298,Wicked Dragon with the Ersatz Head,31,Koumori Dragon
232,Madjinn Gunn,504,Fungi of the Musk,567,Darkworld Thorns
232,Madjinn Gunn,561,Lesser Dragon,31,Koumori Dragon
232,Madjinn Gunn,603,Fairy Dragon,31,Koumori Dragon
233,Dark Titan of Terror,264,Wing Egg Elf,551,Dark Elf
233,Dark Titan of Terror,280,Protector of the Throne,641,Invader of the Throne
233,Dark Titan of Terror,296,One-eyed Shield Dragon,10,Blackland Fire Dragon
233,Dark Titan of Terror,298,Wicked Dragon with the Ersatz Head,10,Blackland Fire Dragon
233,Dark Titan of Terror,395,Dancing Elf,551,Dark Elf
233,Dark Titan of Terror,433,Ancient Elf,551,Dark Elf
233,Dark Titan of Terror,532,Gemini Elf,551,Dark Elf
233,Dark Titan of Terror,561,Lesser Dragon,10,Blackland Fire Dragon
233,Dark Titan of Terror,603,Fairy Dragon,10,Blackland Fire Dragon
234,Beautiful Headhuntress,237,Haniwa,531,Mystical Sand
234,Beautiful Headhuntress,238,Yashinoki,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,242,Candle of Fate,15,Flame Swordsman
234,Beautiful Headhuntress,244,Dissolverock,15,Flame Swordsman
234,Beautiful Headhuntress,248,Master & Expert,627,Nekogal #2
234,Beautiful Headhuntress,255,Prevent Rat,627,Nekogal #2
234,Beautiful Headhuntress,257,Stone Armadiller,531,Mystical Sand
234,Beautiful Headhuntress,260,Lunar Queen Elzaim,582,Dark Witch
234,Beautiful Headhuntress,263,Rock Ogre Grotto #2,531,Mystical Sand
234,Beautiful Headhuntress,264,Wing Egg Elf,551,Dark Elf
234,Beautiful Headhuntress,272,Mavelus,15,Flame Swordsman
234,Beautiful Headhuntress,273,Ancient Tree of Enlightenment,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,274,Green Phantom King,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,276,Ray & Temperature,582,Dark Witch
234,Beautiful Headhuntress,282,Mystical Sheep #2,627,Nekogal #2
234,Beautiful Headhuntress,291,Fireyarou,15,Flame Swordsman
234,Beautiful Headhuntress,296,One-eyed Shield Dragon,11,Sword Arm of Dragon
234,Beautiful Headhuntress,298,Wicked Dragon with the Ersatz Head,11,Sword Arm of Dragon
234,Beautiful Headhuntress,353,Takriminos,11,Sword Arm of Dragon
234,Beautiful Headhuntress,357,Yamadron,15,Flame Swordsman
234,Beautiful Headhuntress,366,Labyrinth Wall,531,Mystical Sand
234,Beautiful Headhuntress,395,Dancing Elf,551,Dark Elf
234,Beautiful Headhuntress,396,Ocubeam,582,Dark Witch
234,Beautiful Headhuntress,403,Leogun,627,Nekogal #2
234,Beautiful Headhuntress,409,Metal Dragon,473,Vermillion Sparrow
234,Beautiful Headhuntress,417,Blast Juggler,15,Flame Swordsman
234,Beautiful Headhuntress,425,Thunder Dragon,11,Sword Arm of Dragon
234,Beautiful Headhuntress,426,Stone D.,531,Mystical Sand
234,Beautiful Headhuntress,429,Goddess of Whim,582,Dark Witch
234,Beautiful Headhuntress,433,Ancient Elf,551,Dark Elf
234,Beautiful Headhuntress,448,Spike Seadra,11,Sword Arm of Dragon
234,Beautiful Headhuntress,453,Millennium Golem,531,Mystical Sand
234,Beautiful Headhuntress,454,Destroyer Golem,531,Mystical Sand
234,Beautiful Headhuntress,455,Barrel Rock,531,Mystical Sand
234,Beautiful Headhuntress,456,Minomushi Warrior,531,Mystical Sand
234,Beautiful Headhuntress,457,Stone Ghost,531,Mystical Sand
234,Beautiful Headhuntress,481,Burglar,627,Nekogal #2
234,Beautiful Headhuntress,487,Flower Wolf,627,Nekogal #2
234,Beautiful Headhuntress,488,Rainbow Flower,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,489,Barrel Lily,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,492,Hoshiningen,582,Dark Witch
234,Beautiful Headhuntress,505,Prisman,531,Mystical Sand
234,Beautiful Headhuntress,510,Laughing Flower,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,511,Bean Soldier,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,515,The Statue of Easter Island,531,Mystical Sand
234,Beautiful Headhuntress,516,Muka Muka,531,Mystical Sand
234,Beautiful Headhuntress,517,Sand Stone,531,Mystical Sand
234,Beautiful Headhuntress,519,Fire Kraken,15,Flame Swordsman
234,Beautiful Headhuntress,527,Milus Radiant,627,Nekogal #2
234,Beautiful Headhuntress,528,Togex,627,Nekogal #2
234,Beautiful Headhuntress,532,Gemini Elf,551,Dark Elf
234,Beautiful Headhuntress,540,Skelengel,582,Dark Witch
234,Beautiful Headhuntress,545,Skelgon,11,Sword Arm of Dragon
234,Beautiful Headhuntress,547,Griggle,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,555,Tyhone #2,15,Flame Swordsman
234,Beautiful Headhuntress,558,Pot the Trick,531,Mystical Sand
234,Beautiful Headhuntress,561,Lesser Dragon,11,Sword Arm of Dragon
234,Beautiful Headhuntress,567,Darkworld Thorns,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,575,Ancient One of the Deep Forest,627,Nekogal #2
234,Beautiful Headhuntress,579,Abyss Flower,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,584,Binding Chain,582,Dark Witch
234,Beautiful Headhuntress,588,Living Vase,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,589,Tentacle Plant,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,591,Morphing Jar,531,Mystical Sand
234,Beautiful Headhuntress,592,Muse-A,582,Dark Witch
234,Beautiful Headhuntress,597,Pale Beast,627,Nekogal #2
234,Beautiful Headhuntress,598,Little Chimera,627,Nekogal #2
234,Beautiful Headhuntress,601,Tenderness,582,Dark Witch
234,Beautiful Headhuntress,603,Fairy Dragon,11,Sword Arm of Dragon
234,Beautiful Headhuntress,604,Obese Marmot of Nefariousness,627,Nekogal #2
234,Beautiful Headhuntress,608,Shining Friendship,582,Dark Witch
234,Beautiful Headhuntress,616,Hourglass of Courage,582,Dark Witch
234,Beautiful Headhuntress,620,Snakeyashi,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,623,The Thing That Hides in the Mud,531,Mystical Sand
234,Beautiful Headhuntress,629,Armored Rat,627,Nekogal #2
234,Beautiful Headhuntress,632,Stone Ogre Grotto,531,Mystical Sand
234,Beautiful Headhuntress,633,Winged Egg of New Life,582,Dark Witch
234,Beautiful Headhuntress,637,Trent,638,Queen of Autumn Leaves
234,Beautiful Headhuntress,642,Mystical Sheep #1,627,Nekogal #2
234,Beautiful Headhuntress,644,Flame Viper,15,Flame Swordsman
235,Wodan the Resident of the Forest,237,Haniwa,456,Minomushi Warrior
235,Wodan the Resident of the Forest,238,Yashinoki,511,Bean Soldier
235,Wodan the Resident of the Forest,241,Dark Assailant,96,Armored Zombie
235,Wodan the Resident of the Forest,242,Candle of Fate,133,Charubin the Fire Knight
235,Wodan the Resident of the Forest,244,Dissolverock,133,Charubin the Fire Knight
235,Wodan the Resident of the Forest,247,Root Water,546,Wow Warrior
235,Wodan the Resident of the Forest,248,Master & Expert,64,Tiger Axe
235,Wodan the Resident of the Forest,251,Enchanting Mermaid,546,Wow Warrior
235,Wodan the Resident of the Forest,255,Prevent Rat,64,Tiger Axe
235,Wodan the Resident of the Forest,257,Stone Armadiller,456,Minomushi Warrior
235,Wodan the Resident of the Forest,263,Rock Ogre Grotto #2,456,Minomushi Warrior
235,Wodan the Resident of the Forest,264,Wing Egg Elf,41,Celtic Guardian
235,Wodan the Resident of the Forest,272,Mavelus,15,Flame Swordsman
235,Wodan the Resident of the Forest,273,Ancient Tree of Enlightenment,511,Bean Soldier
235,Wodan the Resident of the Forest,274,Green Phantom King,511,Bean Soldier
235,Wodan the Resident of the Forest,282,Mystical Sheep #2,64,Tiger Axe
235,Wodan the Resident of the Forest,283,Holograh,413,Cyber Soldier
235,Wodan the Resident of the Forest,291,Fireyarou,15,Flame Swordsman
235,Wodan the Resident of the Forest,296,One-eyed Shield Dragon,138,Dragon Statue
235,Wodan the Resident of the Forest,297,Cyber Soldier of Darkworld,413,Cyber Soldier
235,Wodan the Resident of the Forest,298,Wicked Dragon with the Ersatz Head,138,Dragon Statue
235,Wodan the Resident of the Forest,351,Yaranzo,96,Armored Zombie
235,Wodan the Resident of the Forest,353,Takriminos,11,Sword Arm of Dragon
235,Wodan the Resident of the Forest,357,Yamadron,15,Flame Swordsman
235,Wodan the Resident of the Forest,359,Three-legged Zombies,30,Zombie Warrior
235,Wodan the Resident of the Forest,366,Labyrinth Wall,456,Minomushi Warrior
235,Wodan the Resident of the Forest,394,Steel Scorpion,413,Cyber Soldier
235,Wodan the Resident of the Forest,395,Dancing Elf,41,Celtic Guardian
235,Wodan the Resident of the Forest,405,Saber Slasher,413,Cyber Soldier
235,Wodan the Resident of the Forest,406,Yaiba Robo,413,Cyber Soldier
235,Wodan the Resident of the Forest,409,Metal Dragon,473,Vermillion Sparrow
235,Wodan the Resident of the Forest,410,Mechanical Spider,413,Cyber Soldier
235,Wodan the Resident of the Forest,411,Bat,413,Cyber Soldier
235,Wodan the Resident of the Forest,412,Giga-tech Wolf,413,Cyber Soldier
235,Wodan the Resident of the Forest,414,Shovel Crusher,413,Cyber Soldier
235,Wodan the Resident of the Forest,416,Blocker,413,Cyber Soldier
235,Wodan the Resident of the Forest,417,Blast Juggler,133,Charubin the Fire Knight
235,Wodan the Resident of the Forest,418,Golgoil,413,Cyber Soldier
235,Wodan the Resident of the Forest,420,Cyber-Stein,413,Cyber Soldier
235,Wodan the Resident of the Forest,421,Cyber Commander,413,Cyber Soldier
235,Wodan the Resident of the Forest,422,Jinzo #7,413,Cyber Soldier
235,Wodan the Resident of the Forest,425,Thunder Dragon,11,Sword Arm of Dragon
235,Wodan the Resident of the Forest,436,White Dolphin,546,Wow Warrior
235,Wodan the Resident of the Forest,448,Spike Seadra,11,Sword Arm of Dragon
235,Wodan the Resident of the Forest,455,Barrel Rock,456,Minomushi Warrior
235,Wodan the Resident of the Forest,457,Stone Ghost,456,Minomushi Warrior
235,Wodan the Resident of the Forest,470,Magical Ghost,96,Armored Zombie
235,Wodan the Resident of the Forest,481,Burglar,64,Tiger Axe
235,Wodan the Resident of the Forest,488,Rainbow Flower,511,Bean Soldier
235,Wodan the Resident of the Forest,489,Barrel Lily,511,Bean Soldier
235,Wodan the Resident of the Forest,505,Prisman,456,Minomushi Warrior
235,Wodan the Resident of the Forest,510,Laughing Flower,511,Bean Soldier
235,Wodan the Resident of the Forest,512,Cannon Soldier,413,Cyber Soldier
235,Wodan the Resident of the Forest,514,Brave Scizzar,413,Cyber Soldier
235,Wodan the Resident of the Forest,515,The Statue of Easter Island,456,Minomushi Warrior
235,Wodan the Resident of the Forest,516,Muka Muka,456,Minomushi Warrior
235,Wodan the Resident of the Forest,519,Fire Kraken,15,Flame Swordsman
235,Wodan the Resident of the Forest,527,Milus Radiant,64,Tiger Axe
235,Wodan the Resident of the Forest,539,Corroding Shark,30,Zombie Warrior
235,Wodan the Resident of the Forest,544,Dharma Cannon,413,Cyber Soldier
235,Wodan the Resident of the Forest,545,Skelgon,11,Sword Arm of Dragon
235,Wodan the Resident of the Forest,547,Griggle,511,Bean Soldier
235,Wodan the Resident of the Forest,548,Bone Mouse,30,Zombie Warrior
235,Wodan the Resident of the Forest,555,Tyhone #2,15,Flame Swordsman
235,Wodan the Resident of the Forest,556,The Wandering Doomed,30,Zombie Warrior
235,Wodan the Resident of the Forest,557,Steel Ogre Grotto #1,413,Cyber Soldier
235,Wodan the Resident of the Forest,558,Pot the Trick,456,Minomushi Warrior
235,Wodan the Resident of the Forest,561,Lesser Dragon,502,D. Human
