address,attempt,compiler,flags,result,summary
0x8003B808,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x10: 64!=5e; word +0x10: 64004010!=5e004010
0x8003B808,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x10: 64!=5c; word +0x10: 64004010!=5c004010
0x8003BA14,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 2d!=24; word +0x14: 2d00b110!=2400b110
0x8003BA14,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800bfaf
0x8003BA14,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave6-3xx/build/8003BA14/v3/candidate.o: in function `func_8003BA14': (.text+0x13c): relocation truncated to fit: R_MIPS_GPREL16 against `D_800101D8' 
0x8003BA14,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave6-3xx/build/8003BA14/v4/candidate.o: in function `func_8003BA14': (.text+0x13c): relocation truncated to fit: R_MIPS_GPREL16 against `D_800101D8' 
0x8003BA14,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 2d!=24; word +0x14: 2d00b110!=2400b110
0x8003BA14,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: 2d!=24; word +0x14: 2d00b110!=2400b110
0x8003BD14,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 2d!=2a; word +0x14: 2d00b110!=2a00b110
0x8003BD14,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800bfaf
0x8003BD14,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave6-3xx/build/8003BD14/v3/candidate.o: in function `func_8003BD14': (.text+0x120): relocation truncated to fit: R_MIPS_GPREL16 against `D_800101D8' 
0x8003BD14,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave6-3xx/build/8003BD14/v4/candidate.o: in function `func_8003BD14': (.text+0x120): relocation truncated to fit: R_MIPS_GPREL16 against `D_800101D8' 
0x8003BD14,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 2d!=2a; word +0x14: 2d00b110!=2a00b110
0x8003BD14,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: 2d!=29; word +0x14: 2d00b110!=2900b110
0x8003BF00,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 68!=62; word +0xc: 68004010!=62004010
0x8003BF00,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 68!=60; word +0xc: 68004010!=60004010
0x8003BF00,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave6-3xx/build/8003BF00/v3/candidate.o: in function `func_8003BF00': (.text+0x40): relocation truncated to fit: R_MIPS_GPREL16 against `D_800101D8' (.text+0x60): relocation truncated to fit: R_MIPS_GPREL16 against `D_80010000' 
0x8003BF00,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1): /home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G) /home/superconta/data/share/yugioh/tmp/agents/wave6-3xx/build/8003BF00/v4/candidate.o: in function `func_8003BF00': (.text+0x44): relocation truncated to fit: R_MIPS_GPREL16 against `D_800101D8' (.text+0x64): relocation truncated to fit: R_MIPS_GPREL16 against `D_80010000' 
0x8003BF00,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 68!=62; word +0xc: 68004010!=62004010
0x8003BF00,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0xc: 68!=60; word +0xc: 68004010!=60004010
0x8003C120,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 2b!=29; word +0x14: 2b00b110!=2900b110
0x8003C120,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800bfaf
0x8003C120,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800bfaf
0x8003C120,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800bfaf
0x8003C120,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 2b!=29; word +0x14: 2b00b110!=2900b110
0x8003C120,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: 2b!=28; word +0x14: 2b00b110!=2800b110
0x8003DA40,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: 80!=01; word +0x18: 80006230!=01006230
0x8003DA40,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x18: 80!=01; word +0x18: 80006230!=01006230
0x8003DA40,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: b9!=0a; word +0x0: b9048393!=0a80033c
0x8003DA40,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x0: b9!=c8; word +0x0: b9048393!=c8ffbd27
0x8003DA40,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: 80!=01; word +0x18: 80006230!=01006230
0x8003DA40,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,byte +0x18: 80!=01; word +0x18: 80006230!=01006230
0x80041F90,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27
0x80041F90,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27
0x80041F90,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27
0x80041F90,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27
0x80041F90,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27
0x80041F90,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27
0x80045334,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x8: a8!=b8; word +0x8: a8ffbd27!=b8ffbd27; relocations differ
0x80045334,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2c: 33!=34; word +0x2c: 33004010!=34004010; relocations differ
0x80045334,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2c: 33!=34; word +0x2c: 33004010!=34004010; relocations differ
0x80045334,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2c: 33!=34; word +0x2c: 33004010!=34004010; relocations differ
0x80045334,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x72: 73!=93; word +0x70: 00607326!=00609324
0x80045334,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x2c: 33!=34; word +0x2c: 33004010!=34004010; relocations differ
0x80047DB0,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 21!=14; word +0x4: 21288000!=1400b1af; relocations differ
0x80047DB0,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x8: 21!=00; word +0x8: 2120a000!=0080a230; relocations differ
0x80047DB0,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 21!=24; word +0x4: 21288000!=2400bfaf; relocations differ
0x80047DB0,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x8: 21!=00; word +0x8: 2120a000!=0080a230; relocations differ
0x80047DB0,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x44: 00!=01; word +0x44: 00f0a330!=01001224
0x80047DB0,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x75: 18!=20; word +0x74: 21186400!=21208300
0x80048658,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x9: 40!=50; word +0x8: 21408000!=2150a000; relocations differ
0x80048658,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x9: 40!=38; word +0x8: 21408000!=2138c000; relocations differ
0x80048658,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x20: 21!=ff; word +0x20: 21200001!=ffff2431; relocations differ
0x80048658,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 06!=05; word +0x1c: 06004010!=05004010; relocations differ
0x80048658,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x30: d6!=d7; word +0x30: d6210108!=d7210108; relocations differ
0x80048658,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x30: d6!=d7; word +0x30: d6210108!=d7210108; relocations differ
0x80048920,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 21!=20; word +0x4: 21308000!=2000b2af; relocations differ
0x80048920,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x40: 21!=ff; word +0x40: 21800000!=ffffd230; relocations differ
0x80048920,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x5: 30!=38; word +0x4: 21308000!=21388000; relocations differ
0x80048920,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x5: 30!=38; word +0x4: 21308000!=21388000; relocations differ
0x80048920,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x44: 1f!=00; word +0x44: 1f008230!=00018330; relocations differ
0x80048920,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x66: 82!=44; word +0x64: 21108200!=21104400
0x80048F14,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d0!=d8; word +0x0: d0ffbd27!=d8ffbd27; relocations differ
0x80048F14,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x3e: 05!=06; word +0x3c: 1e80053c!=1e80063c; relocations differ
0x80048F14,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x3e: 05!=06; word +0x3c: 1e80053c!=1e80063c; relocations differ
0x80048F14,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x44: 0a!=1e; word +0x44: 0a80023c!=1e80043c; relocations differ
0x80048F14,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x3e: 05!=04; word +0x3c: 1e80053c!=1e80043c; relocations differ
0x80048F14,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x3e: 05!=04; word +0x3c: 1e80053c!=1e80043c; relocations differ
0x80043230,1,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80047CC4,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x66: 62!=43; word +0x64: 21106200!=21104300
0x80047CC4,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x19: 30!=38; word +0x18: 21304000!=21384000; relocations differ
0x80047CC4,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2e: 03!=04; word +0x2c: 01000324!=01000424; relocations differ
0x80047CC4,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x32: 02!=04; word +0x30: ff000232!=ff000432; relocations differ
0x80047CC4,5,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80049DD8,1,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8004ACE4,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 06!=10; word +0x28: 06000224!=1000a427
0x8004ACE4,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xe: bf!=b2; word +0xc: 3000bfaf!=3000b2af; relocations differ
0x8004ACE4,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 05!=06; word +0x1c: 05006210!=06006210; relocations differ
0x8004ACE4,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 05!=06; word +0x1c: 05006210!=06006210; relocations differ
0x8004ACE4,5,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8004B734,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1c: 3c!=3b; word +0x1c: 3c004010!=3b004010
0x8004B734,2,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80059908,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d0!=d8; word +0x0: d0ffbd27!=d8ffbd27; relocations differ
0x80059908,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 24!=10; word +0xc: 2400b5af!=1000b0af; relocations differ
0x80059908,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x67: 00!=02; word +0x64: 21280000!=21280002; relocations differ
0x80059908,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 24!=10; word +0xc: 2400b5af!=1000b0af; relocations differ
0x80059908,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x61: 20!=28; word +0x60: 21204002!=21280000; relocations differ
0x80059908,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x79: 88!=20; word +0x78: 21888002!=21204002; relocations differ
0x80059DD8,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d0!=d8; word +0x0: d0ffbd27!=d8ffbd27; relocations differ
0x80059DD8,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: c0!=1c; word +0x4: c0100400!=1c00b3af; relocations differ
0x80059DD8,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x4: c0!=1c; word +0x4: c0100400!=1c00b3af; relocations differ
0x80059DD8,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x34: 28!=24; word +0x34: 2800bfaf!=2400b5af; relocations differ
0x80059DD8,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x28: 18!=28; word +0x28: 1800b2af!=2800bfaf; relocations differ
0x80059DD8,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x30: 06!=24; word +0x30: 0680023c!=2400b5af; relocations differ
0x80070F1C,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d8!=e0; word +0x0: d8ffbd27!=e0ffbd27; relocations differ
0x80070F1C,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x68: 0f!=00; word +0x68: 0f80033c!=0000438c; relocations differ
0x80070F1C,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27; relocations differ
0x80070F1C,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x60: 80!=0f; word +0x60: 80100200!=0f80033c; relocations differ
0x80070F1C,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x0: d8!=e8; word +0x0: d8ffbd27!=e8ffbd27; relocations differ
0x80070F1C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x78: 0b!=08; word +0x78: 0b008014!=08008010; relocations differ
0x800533D8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 12!=01; word +0x4: 1200a327!=01000424; relocations differ
0x800533D8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x6: a3!=a2; word +0x4: 1200a327!=1200a227
0x800533D8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x91: 20!=10; word +0x90: 21200000!=21100000; relocations differ
0x800533D8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x96: 02!=03; word +0x94: 0f80023c!=0f80033c
0x800533D8,5,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x80059CE4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af; relocations differ
0x80059CE4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af; relocations differ
0x80059CE4,3,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 0f!=10; word +0x4: 0f80023c!=1000b0af; relocations differ
0x80059CE4,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x8005A1F4,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x8: 18!=10; word +0x8: 1800a427!=1000a427; relocations differ
0x8005A1F4,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x46: 82!=84; word +0x44: f0568294!=f0568424; relocations differ
0x8005A1F4,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,matched,exact linked bytes and relocations
0x8005A2E0,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x8: 18!=10; word +0x8: 1800a427!=1000a427
0x8005A2E0,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x44: f0!=fc; word +0x44: f0568424!=fc568424
0x8005A2E0,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,matched,exact linked bytes and relocations
0x8005F828,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1c: 1c!=20; word +0x1c: 1c00b3af!=2000b4af; relocations differ
0x8005F828,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2c: 05!=24; word +0x2c: 05006214!=2400bfaf; relocations differ
0x8005F828,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 26!=25; word +0x3c: 26004310!=25004310; relocations differ
0x8005F828,4,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x800610E0,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,tool error: /home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1):
0x800610E0,2,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x800611D0,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,tool error: /home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1):
0x800611D0,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x6: 08!=03; word +0x4: 1d80083c!=1d80033c; relocations differ
0x800611D0,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,matched,exact linked bytes and relocations
0x800151D8,1,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x10: 07!=00; word +0x10: 0700c890!=00000000; relocations differ
0x800151D8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 02!=06; word +0x0: 0f80023c!=0f80063c; relocations differ
0x800151D8,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2: 02!=06; word +0x0: 0f80023c!=0f80063c; relocations differ
0x800151D8,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x10: 07!=00; word +0x10: 0700c890!=00000000; relocations differ
0x800151D8,5,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1): /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c: In function `func_800151D8': /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:7: parse error before `*' /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:8: `moving_down' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:8: (Each undeclared identifier is reported only once /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:8: for each function it appears in.) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:8: `s' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:8: `i' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v5.c:8: `value' undeclared (first use in this function) 
0x800151D8,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,/home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1): /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c: In function `func_800151D8': /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:7: parse error before `*' /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:8: `moving_down' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:8: (Each undeclared identifier is reported only once /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:8: for each function it appears in.) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:8: `s' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:8: `i' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800151D8/v6.c:8: `value' undeclared (first use in this function) 
0x800175A0,1,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: f8!=0a; word +0x0: f8ffbd27!=0a80023c; relocations differ
0x800175A0,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: f8!=0a; word +0x0: f8ffbd27!=0a80023c; relocations differ
0x800175A0,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: f8!=0a; word +0x0: f8ffbd27!=0a80023c; relocations differ
0x800175A0,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x0: f8!=0a; word +0x0: f8ffbd27!=0a80023c; relocations differ
0x800175A0,5,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,/home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1): /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c: In function `func_800175A0': /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c:7: parse error before `int' /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c:7: `limits' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c:7: (Each undeclared identifier is reported only once /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c:7: for each function it appears in.) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c:8: `i' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v5.c:8: `j' undeclared (first use in this function) 
0x800175A0,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,/home/superconta/data/share/yugioh/tools/toolchains/gcc-2.8.1-psx/bin/mips-sony-psx-gcc failed (1): /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c: In function `func_800175A0': /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c:7: parse error before `int' /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c:7: `limits' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c:7: (Each undeclared identifier is reported only once /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c:7: for each function it appears in.) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c:8: `i' undeclared (first use in this function) /home/superconta/data/share/yugioh/tmp/agents/wave7-early/variants/800175A0/v6.c:8: `j' undeclared (first use in this function) 
