mode,address,attempt,reference_path,reference_sha256,profile,candidate_source,candidate_sha256,result,summary
reference_match,0x8003A01C,3,tmp/references/ygofm-decomp/src/func_8003A01C.c,e9f16c670e3668c9580ead6251543b56948242c42174900447de9bfd32b975e4,gcc_2_8_1_g0,tmp/agents/reference-pure-7/prepared/func_8003A01C.c,e68aebcd9868e8e4f6a762bb3946086bc5bf47b7255ce2f17a97cf49bfa03e52,nonmatch,text 360/380 bytes; 261 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x8003A01C,4,tmp/references/ygofm-decomp/src/func_8003A01C.c,e9f16c670e3668c9580ead6251543b56948242c42174900447de9bfd32b975e4,gcc_2_8_1_g0_split,tmp/agents/reference-pure-7/prepared/func_8003A01C.c,e68aebcd9868e8e4f6a762bb3946086bc5bf47b7255ce2f17a97cf49bfa03e52,nonmatch,text 360/380 bytes; 251 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x8003A01C,5,tmp/references/ygofm-decomp/src/func_8003A01C.c,e9f16c670e3668c9580ead6251543b56948242c42174900447de9bfd32b975e4,gcc_2_8_1_g8_no_sched2,tmp/agents/reference-pure-7/prepared/func_8003A01C.c,e68aebcd9868e8e4f6a762bb3946086bc5bf47b7255ce2f17a97cf49bfa03e52,nonmatch,text 328/380 bytes; 285 differing bytes; first difference 0x4; relocations_exact=False
reference_match,0x8003A01C,6,tmp/references/ygofm-decomp/src/func_8003A01C.c,e9f16c670e3668c9580ead6251543b56948242c42174900447de9bfd32b975e4,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-pure-7/prepared/func_8003A01C.c,e68aebcd9868e8e4f6a762bb3946086bc5bf47b7255ce2f17a97cf49bfa03e52,deferred,text 360/380 bytes; 269 differing bytes; first difference 0x4; relocations_exact=False
reference_match,0x8003A1EC,1,tmp/references/ygofm-decomp/src/func_8003A1EC.c,e9dd1054130b280b765b1ab7f1478a8ed7f7546302f7dec10a82ca84bbc40617,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003A1EC_a1.c,389b877a65184e81d7cb92b19d9d17dec37d1fcb5f7b44ad366a2532474c6199,nonmatch,"Reference structure applied to target-derived local declarations; baseline local GCC 2.8.1 profile selected from target relocations and nearest local exact function; bytes=False, relocations=True, size=596/596"
reference_match,0x8003A1EC,2,tmp/references/ygofm-decomp/src/func_8003A1EC.c,e9dd1054130b280b765b1ab7f1478a8ed7f7546302f7dec10a82ca84bbc40617,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003A1EC_a2.c,b0bfa3855c935cdb3f9c17ca085b3f7aa9b1e1099f761c68a32dcf26a78ce3ca,nonmatch,"Target-derived refinement: local callee return class and absolute/small-data relocation form corrected where evidenced; bytes=False, relocations=True, size=596/596"
reference_match,0x8003A1EC,3,tmp/references/ygofm-decomp/src/func_8003A1EC.c,e9dd1054130b280b765b1ab7f1478a8ed7f7546302f7dec10a82ca84bbc40617,gcc_2_8_1_g0_split,tmp/agents/reference-pure-8/variants/func_8003A1EC_a3.c,3a04dbe4678252a659c35e9052b0916d3c53991c5f27eaa286566cee30bb344f,matched,"Target-evidenced alternate split-address form with locally typed callee interfaces; exact linked text, strict relocations, and no non-text sections"
collaborator_match,0x8003A440,1,tmp/references/ygofm-decomp-machinegun/src/func_8003A440.c,f7e3d9de2c009887312901d4caff3aa8da2eff4bb46ae3fd007308e1cec644ed,gcc_2_8_1_g8,tmp/func_8003A440_candidate.c,0c5a82661514ecace518d694de771c303478299dc78c5650569fee509d2edf2e,matched,Exact 288-byte pure-C collaborator match; local naming preserves the per-iteration signed argument and distinct second-arm store pointer.
reference_match,0x8003A440,1,tmp/references/ygofm-decomp/src/func_8003A440.c,f7e3d9de2c009887312901d4caff3aa8da2eff4bb46ae3fd007308e1cec644ed,gcc_2_8_1_g8,tmp/agents/reference-pure-6/candidates/8003A440/attempt-1.c,f39029e9972070f74b0d02ee07567e16ec2ca56072684c28abc03a2e3f85aa37,nonmatch,287 text bytes differ; size 8/288; relocations differ
reference_match,0x8003A440,2,tmp/references/ygofm-decomp/src/func_8003A440.c,f7e3d9de2c009887312901d4caff3aa8da2eff4bb46ae3fd007308e1cec644ed,gcc_2_8_1_g8,tmp/agents/reference-pure-6/candidates/8003A440/attempt-2.c,1197b42529849310360e823795b8976eff97dc955cb0c9e0de8564ea4d14aafa,nonmatch,202 text bytes differ; size 284/288; relocations differ
post_terminal_resolution,0x8003A990,1,tmp/references/ygofm-decomp-machinegun/src/func_8003A990.c,9c0e457186f8315266705dee4fa8e65736a3ea5d03c3b0b6323116142388e861,gcc_2_8_1_g8_split,tmp/func_8003A990_candidate.c,d169591e099be1291852fed53810b181611612cd159e1f692d3e9519e98d4913,matched,Updated collaborator source exactly matches all 340 text bytes and relocations; division expressions and store ordering recover retail scheduling.
reference_match,0x8003A990,1,tmp/references/ygofm-decomp/src/func_8003A990.c,9c0e457186f8315266705dee4fa8e65736a3ea5d03c3b0b6323116142388e861,gcc_2_8_1_g0_split,tmp/agents/reference-pure-6/candidates/8003A990/attempt-1.c,b39a8da0df030a89b21d03f3ca8cdce5d7e4433b4c5c583a78ca36abbca329f1,nonmatch,204 text bytes differ; size 336/340; relocations differ
reference_match,0x8003AAE4,1,tmp/references/ygofm-decomp/src/func_8003AAE4.c,b254950d2688df691e19ff114138220f16dc8abc76bc4b5b4586da74e62eff82,gcc_2_8_1_g8,tmp/agents/reference-pure-7/prepared/func_8003AAE4.c,34af9dcb1dd7dda3a96e282b9182ac2ddd0d657ec2e5c1229c59f3b7d2c9704d,nonmatch,text 352/356 bytes; 158 differing bytes; first difference 0x9C; relocations_exact=False
reference_match,0x8003AAE4,2,tmp/references/ygofm-decomp/src/func_8003AAE4.c,b254950d2688df691e19ff114138220f16dc8abc76bc4b5b4586da74e62eff82,gcc_2_8_1_g8_split,tmp/agents/reference-pure-7/prepared/func_8003AAE4.c,34af9dcb1dd7dda3a96e282b9182ac2ddd0d657ec2e5c1229c59f3b7d2c9704d,nonmatch,text 352/356 bytes; 158 differing bytes; first difference 0x9C; relocations_exact=False
reference_match,0x8003AAE4,3,tmp/references/ygofm-decomp/src/func_8003AAE4.c,b254950d2688df691e19ff114138220f16dc8abc76bc4b5b4586da74e62eff82,gcc_2_8_1_g0,tmp/agents/reference-pure-7/prepared/func_8003AAE4.c,34af9dcb1dd7dda3a96e282b9182ac2ddd0d657ec2e5c1229c59f3b7d2c9704d,matched,exact text 356/356 bytes and exact relocation records; no allocated non-text section
post_terminal_resolution,0x8003AC48,1,,,gcc_2_8_1_cc_g8_as_g0_split,tmp/func_8003AC48_candidate.c,2e10946d2b70045b56ec3b51b252ed4e42be2e19fc2606b7ad88c04a26adc8aa,matched,Exact 292-byte post-terminal resolution from new collaborator structure and the established GCC G8/MASPSX G0 split profile; all bytes and relocations match.
reference_match,0x8003AC48,1,tmp/references/ygofm-decomp/src/func_8003AC48.c,eeffe4d25d4e661bf7ca7419ef23302ea4658c7d93d28508bb83743db73b15cd,gcc_2_8_1_g8,tmp/agents/reference-pure-6/candidates/8003AC48/attempt-1.c,f3c105628a559d219b4139e836ec515e386088bc667235179305dcd163c1cb5b,nonmatch,291 text bytes differ; size 8/292; relocations differ
reference_match,0x8003AC48,2,tmp/references/ygofm-decomp/src/func_8003AC48.c,eeffe4d25d4e661bf7ca7419ef23302ea4658c7d93d28508bb83743db73b15cd,gcc_2_8_1_g8,tmp/agents/reference-pure-6/candidates/8003AC48/attempt-2.c,5844c343e54c4acdc61afdd0220a89beb4c5de66a21552c63ae2beb1aa6ce302,nonmatch,138 text bytes differ; size 284/292; relocations differ
post_terminal_resolution,0x8003AD6C,1,tmp/references/ygofm-decomp-machinegun/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_g0,tmp/func_8003AD6C_candidate.c,f226e887aaa39bae75e3a6e97fa02b1343771816d5b23e24aeae6a9ce436994f,matched,"Newer clean collaborator structure with the real s16 func_8003A920 prototype; exact 744/744-byte text, relocations, and sections under the provided GCC 2.8.1 toolchain."
reference_match,0x8003AD6C,1,tmp/references/ygofm-decomp/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003AD6C_a1.c,53206a09915f9c6e07d9670886f1d26e25adb978c738cc9b95cdd88c68d701fe,nonmatch,"Reference structure applied to target-derived local declarations; baseline local GCC 2.8.1 profile selected from target relocations and nearest local exact function; bytes=False, relocations=True, size=744/744"
reference_match,0x8003AD6C,2,tmp/references/ygofm-decomp/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003AD6C_a2.c,53206a09915f9c6e07d9670886f1d26e25adb978c738cc9b95cdd88c68d701fe,nonmatch,"Target-derived refinement: local callee return class and absolute/small-data relocation form corrected where evidenced; bytes=False, relocations=True, size=744/744"
reference_match,0x8003AD6C,3,tmp/references/ygofm-decomp/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_g0_split,tmp/agents/reference-pure-8/variants/func_8003AD6C_a3.c,d0b1892f607082b42634a8ed6c906e560d3af3f89feaba681203b4b1fb925750,nonmatch,"Target-evidenced alternate split-address form with locally typed callee interfaces; bytes=False, relocations=False, size=744/744"
reference_match,0x8003AD6C,4,tmp/references/ygofm-decomp/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003AD6C_a4.c,d0b1892f607082b42634a8ed6c906e560d3af3f89feaba681203b4b1fb925750,nonmatch,"Local target scheduling refinement; typed callee interfaces retained and no reference flags consulted; bytes=False, relocations=True, size=744/744"
reference_match,0x8003AD6C,5,tmp/references/ygofm-decomp/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003AD6C_a5.c,b5395b14248a9da6bd1299473809872a4e8e6581d5b8f1e230cc5689d27f865c,nonmatch,"Fifth local refinement from target relocation ordering, address form, and declaration-width/live-range evidence; bytes=False, relocations=True, size=744/744"
reference_match,0x8003AD6C,6,tmp/references/ygofm-decomp/src/func_8003AD6C.c,b34022cb08eddaf118ab93f5655b74d0e5ee7ddf88f3d917a189418d11736703,gcc_2_8_1_o1_g0,tmp/agents/reference-pure-8/variants/func_8003AD6C_a6.c,d0b1892f607082b42634a8ed6c906e560d3af3f89feaba681203b4b1fb925750,deferred,"Sixth and terminal miss check with the authoritative local GCC 2.8.1 O1 profile; no reference toolchain evidence used; bytes=False, relocations=False, size=808/744"
reference_match,0x8003B054,1,tmp/references/ygofm-decomp/src/func_8003B054.c,82dc5b2b233637c8ce7ee4c51a616841a7041256d293d41144ad02a42de6e39e,gcc_2_8_1_g0,tmp/agents/reference-asm-4/attempt-sources/8003B054/attempt-1.c,61c6a61aba99dfa4f498468cbb8e829f3ba3b1c617201e3c070c0a8141313a15,nonmatch,byte +0x0: c0!=c8; word +0x0: c0ffbd27!=c8ffbd27; relocations differ; size 0xD8/0x324
reference_match,0x8003B054,2,tmp/references/ygofm-decomp/src/func_8003B054.c,82dc5b2b233637c8ce7ee4c51a616841a7041256d293d41144ad02a42de6e39e,gcc_2_8_1_g0_split,tmp/agents/reference-asm-4/attempt-sources/8003B054/attempt-2.c,61c6a61aba99dfa4f498468cbb8e829f3ba3b1c617201e3c070c0a8141313a15,nonmatch,byte +0x0: c0!=c8; word +0x0: c0ffbd27!=c8ffbd27; relocations differ; size 0xD4/0x324
reference_match,0x8003B054,3,tmp/references/ygofm-decomp/src/func_8003B054.c,82dc5b2b233637c8ce7ee4c51a616841a7041256d293d41144ad02a42de6e39e,gcc_2_8_1_o1_g0,tmp/agents/reference-asm-4/attempt-sources/8003B054/attempt-3.c,61c6a61aba99dfa4f498468cbb8e829f3ba3b1c617201e3c070c0a8141313a15,nonmatch,byte +0x0: c0!=c8; word +0x0: c0ffbd27!=c8ffbd27; relocations differ; size 0xDC/0x324
reference_match,0x8003B054,4,tmp/references/ygofm-decomp/src/func_8003B054.c,82dc5b2b233637c8ce7ee4c51a616841a7041256d293d41144ad02a42de6e39e,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-asm-4/attempt-sources/8003B054/attempt-4.c,61c6a61aba99dfa4f498468cbb8e829f3ba3b1c617201e3c070c0a8141313a15,nonmatch,byte +0x0: c0!=c8; word +0x0: c0ffbd27!=c8ffbd27; relocations differ; size 0xD8/0x324
reference_match,0x8003B054,5,tmp/references/ygofm-decomp/src/func_8003B054.c,82dc5b2b233637c8ce7ee4c51a616841a7041256d293d41144ad02a42de6e39e,gcc_2_8_1_g0_no_split,tmp/agents/reference-asm-4/attempt-sources/8003B054/attempt-5.c,61c6a61aba99dfa4f498468cbb8e829f3ba3b1c617201e3c070c0a8141313a15,nonmatch,byte +0x0: c0!=c8; word +0x0: c0ffbd27!=c8ffbd27; relocations differ; size 0xD8/0x324
reference_match,0x8003B054,6,tmp/references/ygofm-decomp/src/func_8003B054.c,82dc5b2b233637c8ce7ee4c51a616841a7041256d293d41144ad02a42de6e39e,gcc_2_8_1_g8,tmp/agents/reference-asm-4/attempt-sources/8003B054/attempt-6.c,61c6a61aba99dfa4f498468cbb8e829f3ba3b1c617201e3c070c0a8141313a15,deferred,byte +0x0: c0!=c8; word +0x0: c0ffbd27!=c8ffbd27; relocations differ; size 0xD4/0x324
reference_match,0x8003B378,1,tmp/references/ygofm-decomp/src/func_8003B378.c,d62c084f54900d87015a72028d0e7073830fd18e1c0dd123307148976a9e40fe,gcc_2_8_1_g8,tmp/agents/reference-pure-7/prepared/func_8003B378.c,fbd6619620d13059150a2e0e803171df211405f99ecf6a00b12bb83cb531f81c,matched,exact text 404/404 bytes and exact relocation records; no allocated non-text section
reference_match,0x8003B50C,1,tmp/references/ygofm-decomp/src/func_8003B50C.c,86b3bb402963a92dcdd22d995b96302c41f587d5dd4d1acceaaf9cf8ccdce95d,gcc_2_8_1_g0,tmp/agents/reference-pure-4/variants/func_8003B50C_a1.c,bf8e19efa52d59fb575fe1ebe728461ead2ef51ce39960dacf8cc41d305211ba,nonmatch,byte +0xc: 0f!=14; word +0xc: 0f80023c!=1400b1af; relocation records differ; size 0xbc/0xbc.
reference_match,0x8003B50C,2,tmp/references/ygofm-decomp/src/func_8003B50C.c,86b3bb402963a92dcdd22d995b96302c41f587d5dd4d1acceaaf9cf8ccdce95d,gcc_2_8_1_g0_split,tmp/agents/reference-pure-4/variants/func_8003B50C_a2.c,bf8e19efa52d59fb575fe1ebe728461ead2ef51ce39960dacf8cc41d305211ba,matched,Exact linked bytes and relocation records.
reference_match,0x8003B6AC,1,tmp/references/ygofm-decomp/src/func_8003B6AC.c,d3fcf1db2eae06e97c3b32b5c60b2fa181284886e77919b273b8ed8154feec53,gcc_2_8_1_g0,tmp/agents/reference-pure-1/prepared/func_8003B6AC_v1.c,e85ed44a5c08121cfe343562f01d3743a39f5c6f8568fdcf82be55c45cb0d28d,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=False, size=100/104"
reference_match,0x8003B6AC,2,tmp/references/ygofm-decomp/src/func_8003B6AC.c,d3fcf1db2eae06e97c3b32b5c60b2fa181284886e77919b273b8ed8154feec53,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_8003B6AC_v1.c,e85ed44a5c08121cfe343562f01d3743a39f5c6f8568fdcf82be55c45cb0d28d,nonmatch,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; bytes=False, relocations=False, size=100/104"
reference_match,0x8003B6AC,3,tmp/references/ygofm-decomp/src/func_8003B6AC.c,d3fcf1db2eae06e97c3b32b5c60b2fa181284886e77919b273b8ed8154feec53,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_8003B6AC.c,3665eaca7add710940aa20c49820e96a0307a6963eed85427998a7873a67dca4,nonmatch,"Attempt 3: target first materializes one boundary-table base then derives both halfword pointers; restored those explicit local bases.; bytes=False, relocations=False, size=104/104 Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8003B6AC,4,tmp/references/ygofm-decomp/src/func_8003B6AC.c,d3fcf1db2eae06e97c3b32b5c60b2fa181284886e77919b273b8ed8154feec53,gcc_2_8_1_g0,tmp/agents/reference-pure-1/prepared/func_8003B6AC_v3.c,e93255c6b2e7f496d9064efb40abbbacd9d2f836f4b85341541a35ca08c741c8,nonmatch,"Attempt 4: made the independently observed record-array base live before the condition so its HI relocation can occupy the target branch delay slot.; bytes=False, relocations=False, size=104/104"
reference_match,0x8003B6AC,5,tmp/references/ygofm-decomp/src/func_8003B6AC.c,d3fcf1db2eae06e97c3b32b5c60b2fa181284886e77919b273b8ed8154feec53,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_8003B6AC.c,3665eaca7add710940aa20c49820e96a0307a6963eed85427998a7873a67dca4,matched,"Attempt 5: split-address scheduling tested on the explicit shared boundary-table and record-array bases; prior code was exact size but hoisted stride math before the record base.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8003B744,1,tmp/references/ygofm-decomp/src/func_8003B744.c,565ac804c4e89a55d02fface5f61ac79e757444cc1a9d471c14b03f172a671d1,gcc_2_8_1_g0,tmp/agents/reference-pure-3/attempt-sources/8003B744/attempt-1.c,33e91579eb9c334341a0ba46d6812d4904d48ce5f1be5b8857bead56f317fe45,nonmatch,byte +0x0: 21!=ff; word +0x0: 2130a000!=ffcf0234; relocations differ; size 0xAC/0x9C
reference_match,0x8003B744,2,tmp/references/ygofm-decomp/src/func_8003B744.c,565ac804c4e89a55d02fface5f61ac79e757444cc1a9d471c14b03f172a671d1,gcc_2_8_1_g0_split,tmp/agents/reference-pure-3/attempt-sources/8003B744/attempt-2.c,33e91579eb9c334341a0ba46d6812d4904d48ce5f1be5b8857bead56f317fe45,matched,exact text and relocations
post_terminal_resolution,0x8003B808,1,,,gcc_2_8_1_g8_split,tmp/cand/func_8003B808.c,e1ca3612fda97108502f0a0fb3cb02c33536b16e412bdff7861dabdaac90a2d0,matched,"New discriminator: Layout evidence unavailable to the canonical campaign: jtbl_80010348 can now be declared as a .rodata subsegment owned by this source, fixing the switch at exactly five cases. The campaign ran while the resident link used a hand-written script, so the table had nowhere to be declared and its extent had to be guessed.; exact result: Exact full-executable SHA-256 match. Reuses the Object struct already established by sibling func_8003BD14. The lever is small-data classification under -G8: the scalar globals carry section(.data) so their addresses take the assembler macro form and are rematerialised per access, while D_801AF000 stays an array and -msplit-addresses gives it a compiler-allocated register. Declaring the scalars plainly under -G0 instead caches the address in a register and builds five instructions short. Case 3 needs the mask assignment before field1C because it is the only case whose constant costs a lui/ori pair, so the two compete for scheduling order."
post_terminal_resolution,0x8003BA14,1,tmp/references/ygofm-decomp-machinegun/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_g0_no_split,tmp/func_8003BA14_candidate.c,15aac82bf364c77fde0481bddd81174cbc52c272cc92a2926b4e63a19e900cfe,matched,"New collaborator source and exact local evidence: func_8003BA14 reproduces all 484 linked text bytes and relocations under GCC G0 without split addresses. Volatile D_8009B0F4 preserves retail reloads, and declaring D_800101D8 as a pointer object preserves its load."
reference_match,0x8003BA14,1,tmp/references/ygofm-decomp/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003BA14_a1.c,4d37dc7dc0db2dce58d057031438f6c4510c0d66e194191fe46efe9b522c7268,nonmatch,"Reference structure applied to target-derived local declarations; baseline local GCC 2.8.1 profile selected from target relocations and nearest local exact function; bytes=False, relocations=False, size=456/484"
reference_match,0x8003BA14,2,tmp/references/ygofm-decomp/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_g0,tmp/agents/reference-pure-8/variants/func_8003BA14_a2.c,4d37dc7dc0db2dce58d057031438f6c4510c0d66e194191fe46efe9b522c7268,nonmatch,"Target-derived refinement: local callee return class and absolute/small-data relocation form corrected where evidenced; bytes=False, relocations=False, size=456/484"
reference_match,0x8003BA14,3,tmp/references/ygofm-decomp/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_g0_split,tmp/agents/reference-pure-8/variants/func_8003BA14_a3.c,4d37dc7dc0db2dce58d057031438f6c4510c0d66e194191fe46efe9b522c7268,nonmatch,"Target-evidenced alternate split-address form with locally typed callee interfaces; bytes=False, relocations=False, size=444/484"
reference_match,0x8003BA14,4,tmp/references/ygofm-decomp/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-pure-8/variants/func_8003BA14_a4.c,4d37dc7dc0db2dce58d057031438f6c4510c0d66e194191fe46efe9b522c7268,nonmatch,"Local target scheduling refinement; typed callee interfaces retained and no reference flags consulted; bytes=False, relocations=False, size=456/484"
reference_match,0x8003BA14,5,tmp/references/ygofm-decomp/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_g0_no_split,tmp/agents/reference-pure-8/variants/func_8003BA14_a5.c,4d37dc7dc0db2dce58d057031438f6c4510c0d66e194191fe46efe9b522c7268,nonmatch,"Fifth local refinement from target relocation ordering, address form, and declaration-width/live-range evidence; bytes=False, relocations=False, size=456/484"
reference_match,0x8003BA14,6,tmp/references/ygofm-decomp/src/func_8003BA14.c,6ac177cb9fa9cfcee3e195f62879bb48b841a6b866a063920e069f3e7d856b1f,gcc_2_8_1_o1_g0,tmp/agents/reference-pure-8/variants/func_8003BA14_a6.c,4d37dc7dc0db2dce58d057031438f6c4510c0d66e194191fe46efe9b522c7268,deferred,"Sixth and terminal miss check with the authoritative local GCC 2.8.1 O1 profile; no reference toolchain evidence used; bytes=False, relocations=False, size=464/484"
reference_match,0x8003BC40,1,tmp/references/ygofm-decomp/src/func_8003BC40.c,23f87ae28d574a503e5b45e89ed64ec3933c35b93ccb0b90f17dfda6823da729,gcc_2_8_1_g8,tmp/agents/reference-pure-5/prepared/func_8003BC40.c,be7b90e90510dabf63f27f9f789b98dda995bd9e0acce02f8d353aa2ddede1c0,nonmatch,text_exact=false; text_diff=3; size=212/212; relocations_exact=true; section_issue=false
reference_match,0x8003BC40,2,tmp/references/ygofm-decomp/src/func_8003BC40.c,23f87ae28d574a503e5b45e89ed64ec3933c35b93ccb0b90f17dfda6823da729,gcc_2_8_1_g8_split,tmp/agents/reference-pure-5/prepared/func_8003BC40.c,be7b90e90510dabf63f27f9f789b98dda995bd9e0acce02f8d353aa2ddede1c0,matched,text_exact=true; text_diff=0; size=212/212; relocations_exact=true; section_issue=false
post_terminal_resolution,0x8003BD14,1,tmp/references/ygofm-decomp-machinegun/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g0_no_split,tmp/func_8003BD14_candidate.c,6d0d7c918b37e6141ca1fdc35a6dce8fddf24b9be71964b3a4340bd0d92154e5,matched,New collaborator source and exact local evidence: the four-mode object setup dispatcher reproduces all 420 linked text bytes under GCC 2.8.1 G0 with no split addresses. Using the repository's D_800101D8 symbol preserves the retail relocation target for the case-3 data pointer; volatile state accesses preserve the repeated read-modify-write sequence.
reference_match,0x8003BD14,1,tmp/references/ygofm-decomp/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g8,tmp/agents/reference-pure-7/prepared/func_8003BD14.c,18f576f27a72ba3f0c63a420c9a93bec015a58e9f5e60dbe6c20b9c740b5e40c,nonmatch,text 360/420 bytes; 276 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x8003BD14,2,tmp/references/ygofm-decomp/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g8_split,tmp/agents/reference-pure-7/prepared/func_8003BD14.c,18f576f27a72ba3f0c63a420c9a93bec015a58e9f5e60dbe6c20b9c740b5e40c,nonmatch,text 360/420 bytes; 278 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x8003BD14,3,tmp/references/ygofm-decomp/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g0,tmp/agents/reference-pure-7/prepared/func_8003BD14.c,18f576f27a72ba3f0c63a420c9a93bec015a58e9f5e60dbe6c20b9c740b5e40c,nonmatch,text 400/420 bytes; 253 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x8003BD14,4,tmp/references/ygofm-decomp/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g0_split,tmp/agents/reference-pure-7/prepared/func_8003BD14.c,18f576f27a72ba3f0c63a420c9a93bec015a58e9f5e60dbe6c20b9c740b5e40c,nonmatch,text 384/420 bytes; 288 differing bytes; first difference 0x14; relocations_exact=False
reference_match,0x8003BD14,5,tmp/references/ygofm-decomp/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g8_no_sched2,tmp/agents/reference-pure-7/prepared/func_8003BD14.c,18f576f27a72ba3f0c63a420c9a93bec015a58e9f5e60dbe6c20b9c740b5e40c,nonmatch,text 360/420 bytes; 294 differing bytes; first difference 0x4; relocations_exact=False
reference_match,0x8003BD14,6,tmp/references/ygofm-decomp/src/func_8003BD14.c,35c0c82ad25f8b045d21265c5625106b3fd9855205f511fa51e7b6a3012bc01d,gcc_2_8_1_g0_no_sched2,tmp/agents/reference-pure-7/prepared/func_8003BD14.c,18f576f27a72ba3f0c63a420c9a93bec015a58e9f5e60dbe6c20b9c740b5e40c,deferred,text 400/420 bytes; 259 differing bytes; first difference 0x4; relocations_exact=False
post_terminal_resolution,0x8003BF00,1,,,gcc_2_8_1_g8_split,tmp/cand/func_8003BF00.c,41e73c1781565b48b4ad8a189c00696e2ea645dc9dd8f09ea9c9531abca0d399,matched,"New discriminator: Layout evidence unavailable to the canonical campaign: jtbl_80010360 can now be declared as a .rodata subsegment owned by this source, fixing the switch at exactly six cases. The campaign ran while the resident link used a hand-written script, so the table had nowhere to be declared.; exact result: Exact full-executable SHA-256 match. Fourth member of the File_RequestAsyncTransfer callback family with func_8003B808, func_8003BA14 and func_8003BD14; reuses their Object transfer descriptor. Both canonical residuals sat at +0xc, the dispatch branch target, because -G0 caches the global address in a register and builds short; the scalars need section(.data) under -G8 so each access rematerialises the address, while D_801AF000 stays an array and is split into a compiler-allocated register. Case 1 alone needs the mask assignment before field1C, because 0x43000 is the only constant costing a lui/ori pair and the two compete for scheduling order."
